"","GeneSymbol","LevelOfConfidence"
"77","PLOD1","HighEvidence"
"78","PLOD2","HighEvidence"
"79","POMGNT1","HighEvidence"
"80","POMGNT2","HighEvidence"
"81","POMK","HighEvidence"
"82","POMT1","HighEvidence"
"83","POMT2","HighEvidence"
"84","POR","HighEvidence"
"85","PRG4","HighEvidence"
"86","RAPSN","HighEvidence"
"87","RIPK4","HighEvidence"
"88","RYR1","HighEvidence"
"89","SCARF2","HighEvidence"
"90","SEPN1","HighEvidence"
"91","SKI","HighEvidence"
"92","SLC5A7","HighEvidence"
"93","SMAD3","HighEvidence"
"94","SMAD4","HighEvidence"
"95","TGFB2","HighEvidence"
"96","TGFB3","HighEvidence"
"97","TGFBR1","HighEvidence"
"98","TGFBR2","HighEvidence"
"99","TMEM5","HighEvidence"
"100","TNNI2","HighEvidence"
"101","TNNT1","HighEvidence"
"102","TNNT3","HighEvidence"
"103","TPM2","HighEvidence"
"104","TPM3","HighEvidence"
"105","TRPV4","HighEvidence"
"106","TSEN54","HighEvidence"
"107","UBA1","HighEvidence"
"108","VIPAS39","HighEvidence"
"109","VPS33B","HighEvidence"
"110","ZC4H2","HighEvidence"
"111","ZMPSTE24","HighEvidence"
"112","DPM2","ModerateEvidence"
"113","ERBB3","ModerateEvidence"
"114","ORAI1","ModerateEvidence"
"115","PIP5K1C","ModerateEvidence"
"116","STIM1","ModerateEvidence"
"117","ABHD5","LowEvidence"
"118","ACADM","LowEvidence"
"119","ACADS","LowEvidence"
"120","ACADVL","LowEvidence"
"121","ADCY6","LowEvidence"
"122","ADSL","LowEvidence"
"123","AGL","LowEvidence"
"124","AGRN","LowEvidence"
"125","AIMP1","LowEvidence"
"126","ALG14","LowEvidence"
"127","ALG2","LowEvidence"
"128","ANO5","LowEvidence"
"129","ATP2A1","LowEvidence"
"130","BAG3","LowEvidence"
"131","BICD2","LowEvidence"
"132","BIN1","LowEvidence"
"133","CAPN3","LowEvidence"
"134","CAV3","LowEvidence"
"135","CCDC78","LowEvidence"
"136","CFL2","LowEvidence"
"137","CHCHD10","LowEvidence"
"138","CHKB","LowEvidence"
"139","CLCF1","LowEvidence"
"140","CNTN1","LowEvidence"
"141","COL4A1","LowEvidence"
"142","COL4A2","LowEvidence"
"143","COL9A3","LowEvidence"
"144","CPT2","LowEvidence"
"145","CRYAB","LowEvidence"
"146","CTDP1","LowEvidence"
"147","CUL4B","LowEvidence"
"148","DES","LowEvidence"
"149","DMD","LowEvidence"
"150","DMPK","LowEvidence"
"151","DNAJB6","LowEvidence"
"152","DOLK","LowEvidence"
"153","DPAGT1","LowEvidence"
"154","DPM1","LowEvidence"
"155","DPM3","LowEvidence"
"156","DUX4","LowEvidence"
"157","DYSF","LowEvidence"
"158","EGR2","LowEvidence"
"159","EMD","LowEvidence"
"160","ETFA","LowEvidence"
"161","ETFB","LowEvidence"
"162","ETFDH","LowEvidence"
"163","FAM111B","LowEvidence"
"164","FHL1","LowEvidence"
"165","FKBP14","LowEvidence"
"166","FLNC","LowEvidence"
"167","GAA","LowEvidence"
"168","GARS","LowEvidence"
"169","GDAP1","LowEvidence"
"170","GFER","LowEvidence"
"171","GFPT1","LowEvidence"
"172","GNE","LowEvidence"
"173","GRN","LowEvidence"
"174","HADH","LowEvidence"
"175","HADHA","LowEvidence"
"176","HADHB","LowEvidence"
"177","HNRNPA1","LowEvidence"
"178","HRAS","LowEvidence"
"179","IBA57","LowEvidence"
"180","IGHMBP2","LowEvidence"
"181","ISCU","LowEvidence"
"182","ITGA7","LowEvidence"
"183","KBTBD13","LowEvidence"
"184","LAMP2","LowEvidence"
"185","LDB3","LowEvidence"
"186","LMNA","LowEvidence"
"187","LPIN1","LowEvidence"
"188","MATR3","LowEvidence"
"189","MEGF10","LowEvidence"
"190","MFN2","LowEvidence"
"191","MICU1","LowEvidence"
"192","MPZ","LowEvidence"
"193","MT-TL1","LowEvidence"
"194","MTMR1","LowEvidence"
"195","MYF6","LowEvidence"
"196","MYH14","LowEvidence"
"197","MYOT","LowEvidence"
"198","NEFL","LowEvidence"
"199","NEK9","LowEvidence"
"200","PABPN1","LowEvidence"
"201","PI4KA","LowEvidence"
"202","PLEC","LowEvidence"
"203","PNPLA2","LowEvidence"
"204","POLG","LowEvidence"
"205","PUS1","LowEvidence"
"206","PYGM","LowEvidence"
"207","RBCK1","LowEvidence"
"208","RRM2B","LowEvidence"
"209","SCN4A","LowEvidence"
"210","SGCA","LowEvidence"
"211","SGCB","LowEvidence"
"212","SGCD","LowEvidence"
"213","SGCG","LowEvidence"
"214","SIL1","LowEvidence"
"215","SLC22A5","LowEvidence"
"216","SLC25A4","LowEvidence"
"217","SLC25A42","LowEvidence"
"218","SLC35A3","LowEvidence"
"219","SLC52A3","LowEvidence"
"220","SMCHD1","LowEvidence"
"221","STAC3","LowEvidence"
"222","STIM2","LowEvidence"
"223","SYNE1","LowEvidence"
"224","SYNE2","LowEvidence"
"225","SYT2","LowEvidence"
"226","TCAP","LowEvidence"
"227","TIA1","LowEvidence"
"228","TK2","LowEvidence"
"229","TMEM43","LowEvidence"
"230","TRIM32","LowEvidence"
"231","TSEN2","LowEvidence"
"232","TSEN34","LowEvidence"
"233","TTN","LowEvidence"
"234","UTRN","LowEvidence"
"235","VCP","LowEvidence"
"236","YARS2","LowEvidence"
