"Gene" "LoFtool" "RVIS" "%RVIS" "RVISExAC" "%RVISExAC" "RVISExACv2" "%RVISExACv2" "SynZ" "MisZ" "pLI"
"SLC4A1" 0.16 -0.79 12.62 0.659884428 83.66965845 0.244987203 61.07526882 -0.198711423771191 1.69531471304934 0.909484294882695
"CALCR" 0.939 0.09 60.57 -0.599573007 18.43262454 -0.035743817 47.7028348 0.378500893525688 0.159773808508051 3.37646968831731e-05
"HCCS" 0 0.33 73.11 0.797735907 84.61538462 0.403463749 72.88401254 0.595545599050691 0.830395082454098 0.950550391243934
"DVL2" 0.65 -1.21 5.69 -0.147532203 40.15420758 -0.387409344 31.98435973 -0.200986521738134 0.481520177531377 0.011361463937534
"PRSS22" 0.296 -0.71 14.4 -0.238273312 34.75091862 -0.382600311 32.20918866 -0.705264196476563 0.737234766303092 0.0154763640761076
"UPF1" 0.0218 -1.53 3.39 -2.440066549 1.144509367 -2.598808903 1.56402737 1.44643441692594 7.38074442631186 0.999926075341711
"SKAP2" 0.509 0.17 65.76 0.207994991 64.26118908 -0.110339413 44.21309873 -0.25757029316469 0.309232444677834 0.909797277702382
"SLC25A5" 0 -0.03 51.04 0.151512455 62.5739645 -0.218691758 37.93103448 1.05866791796946 3.07610748591019 0.857861936540947
"MCUB" NA NA NA NA NA 0.366897644 66.32453568 NA NA NA
"HOXA11" 0.216 -0.36 28.63 0.187689376 63.06848985 0.053551498 52.07233627 2.72720987312867 3.52596997824672 0.863825169181447
"POLR2J" 0.593 0.08 59.43 NA NA -0.06551458 46.29521017 2.29915491208528 2.30369839238901 0.444173138750063
"DHX33" 0.784 -0.17 40.63 0.179868099 62.60466237 0.151409014 56.83284457 0.14434025979106 0.618575086826605 0.0083822781334698
"MEOX1" 0.137 0.64 83.9 1.354116314 95.16896572 1.254497483 90.76246334 -0.15854149556581 -0.379229965470134 0.0653974038800068
"THSD7A" 0 -1.31 4.87 -1.006026339 8.909101861 -0.7667925 19.00293255 -1.78207966642751 -2.3434315314014 0.999280748692625
"LIG3" 0.853 -1.39 4.25 -1.18008538 6.686344196 -1.322531371 8.015640274 0.222886305265884 1.00587741458643 2.83467985577354e-06
"RPAP3" 0.922 -0.6 18.06 -0.476953998 22.67935667 -0.386339418 32.04301075 0.129238564023172 -0.996171121927344 0.140309540099749
"ACSM3" 0.959 1.29 93.85 0.817340131 87.69953617 0.503876531 71.88660802 0.0379732940096543 -0.532112128972244 4.97906453643603e-09
"REXO5" NA NA NA NA NA NA NA NA NA NA
"CIAPIN1" 0.546 0.15 64.51 0.211743081 64.41178242 0.275638223 62.38514174 0.53710687745123 0.271863163786781 0.296605891863902
"SPPL2B" NA NA NA NA NA NA NA NA NA NA
"FAM214B" NA -0.14 43.77 0.31248874 69.89337992 0.77231219 80.90909091 0.669601191207286 0.422157615478298 0.387716111489972
"COPZ2" NA NA NA NA NA 0.502631257 71.84750733 1.32341753802434 -0.707636461959127 0.0017094888551626
"PRKAR2B" 0 -0.19 39.68 -0.483512337 22.40828866 -0.595960305 24.16422287 0.834478929789967 2.76831260253334 0.995321215882976
"MSL3" 0 -0.23 37.32 -0.812013138 13.90532544 -0.293153674 34.01253918 0.774178376624602 1.99139963673495 0.945646874379395
"CREBBP" 0.0011 -2.1 1.54 -4.226101807 0.216854406 -3.549547385 0.596285435 -1.52309209285595 5.58352326939171 0.999999999999794
"TSPOAP1" NA NA NA NA NA 2.058796069 97.1945259 NA NA NA
"MPO" 0.862 -0.15 42.3 0.104578036 57.65315342 0.438912573 69.30596285 0.627834289019243 1.6551032096645 1.74837167117931e-09
"PON1" 0.787 0.75 86.65 1.044013349 91.64508162 1.177306825 89.54056696 -0.26981027201575 -0.101115459637403 0.00220884417330799
"GCFC2" NA 1.51 95.47 2.247368129 98.85549063 1.402544854 92.65884653 -0.91699353163473 -0.751339470481283 6.26945536555853e-12
"WDR54" 0.472 0.2 67.19 0.107085597 57.8459129 -0.055173153 46.78396872 0.0318972329272989 0.358197627841149 2.39788118448388e-06
"CROT" 0.113 -0.37 28.16 0.692372848 84.67562195 0.810013286 81.94525904 -0.368736162756812 -1.8839528991278 6.7490162375597e-21
"ABCB4" 0.0172 -0.55 20.02 -1.153073925 6.927293537 -0.975284493 13.68523949 1.33566281988958 1.15345588427869 0.000203043316816073
"KMT2E" NA NA NA -3.121618628 0.626468285 -3.235218098 0.850439883 -2.80780888956072 0.0784329394627183 0.999999994702687
"RHBDD2" 0.0462 -0.49 22.36 -0.646902421 16.8965725 -0.401225833 31.43695015 0.76018084076764 0.618881324195175 0.646226806703523
"SOX8" NA NA NA 0.417147484 74.85693633 0.63426077 76.57869013 1.03828410102972 1.71609400826058 0.873708460070314
"IBTK" 0.641 -0.66 16.07 -0.709718885 15.20390338 -0.726970307 20.20527859 0.269481456158063 0.96334819893655 0.901146102319855
"ZNF195" 0.513 0.13 63.36 -0.128465445 41.29871694 -0.355951023 33.37243402 -0.779818866723857 0.388947602822915 0.731668924641439
"MYCBP2" NA NA NA NA NA NA NA -0.682154296237874 5.0700942276724 1
"FBXL3" NA -0.32 31.46 -0.488822699 22.20950545 -0.530543312 26.42228739 -0.888859095398126 2.90542132163619 0.251434579423949
"ITGAL" 0.374 -0.86 10.92 -1.573014255 3.529907837 -1.518016608 5.884652981 0.45522249894131 2.3149071951578 0.430339544018475
"PDK2" 0.575 -0.23 37.11 -0.267639601 33.07029697 -0.395522148 31.71065494 -0.667914490055356 1.71207221571387 0.168975524516492
"ITGA3" 0.713 -0.88 10.56 0.090205564 56.62911873 -0.089658618 45.19061584 1.00597115835368 2.02356290421477 2.40911978006841e-05
"ZFX" 0.0922 -0.23 37.32 -0.500368058 24.26035503 -0.585253436 19.7492163 -0.0243532806135274 2.9034201225596 0.986133449821669
"LAMP2" 0 0.11 61.73 -0.233992416 36.98224852 -0.255169865 35.73667712 0.149674196734248 0.409671959767388 0.949783835469488
"ITGA2B" 0.5 -0.33 30.9 -1.380196374 4.698512138 -1.214142994 9.491691105 2.3475194359101 1.94871913621561 4.07385209926142e-05
"ASB4" 0.89 -0.58 18.59 0.377936481 73.01367388 0.105331552 54.5943304 0.492302089010739 -0.967997731230461 0.0110197125961939
"GDE1" 0.659 -0.25 35.75 0.04242045 53.39437383 -0.365489268 32.93255132 1.01665180566425 0.177225683186928 4.09186346553975e-05
"REX1BD" NA NA NA NA NA NA NA NA NA NA
"CRLF1" 0.328 -0.65 16.36 -0.099099141 43.40702367 -0.449884422 29.46236559 1.54870582819062 1.28124568758758 0.026855594173361
"OSBPL7" 0.642 -0.84 11.45 -0.649412106 16.80621649 -0.736142997 19.92179863 0.132240829099277 2.07591747978171 0.181605380199765
"TMEM98" 0.493 0.04 56.92 -0.141895686 40.53370279 -0.107310057 44.34017595 -0.329663226179804 0.93799846686939 0.0286465401329761
"YBX2" 0.315 -0.25 35.42 0.133486286 59.74338895 0.070662463 52.88367546 0.918419298421829 1.4462807599848 0.968725623233792
"KRT33A" 0.19 0.85 88.42 0.674411424 84.17565207 0.69780527 78.69990225 0.365640845062452 -0.112244292538042 2.0406295819065e-11
"MAP3K14" NA NA NA NA NA NA NA NA NA NA
"ABCC8" 0.0423 -2.09 1.57 -2.30665036 1.331245106 -1.277600525 8.602150538 -0.0580616556097185 2.59827131104974 3.93872340599153e-15
"CACNG3" 0 -0.12 44.54 -0.649090523 16.82428769 -0.811192683 17.84946237 -0.172763440941994 3.15452970538091 0.987801232112246
"TMEM132A" 0.779 -0.44 24.71 0.257187092 66.83934703 0.287234208 62.88367546 1.68236265887601 1.14196155192596 2.88925822598835e-06
"AP2B1" 0.156 -0.96 9.09 -1.477821378 4.066020119 -1.366366789 7.458455523 0.834900463410624 4.94892256437014 0.999667233317167
"TAC1" 0 -0.01 52.85 -0.144081166 40.38913318 -0.116847875 43.89051808 0.237502376999295 1.3151636913903 0.877314614642078
"ZNF263" 0.73 -0.47 23.51 -0.078955478 44.85271972 -0.458170257 29.14956012 -0.446586948410223 0.211400975444359 0.00818051568357078
"CX3CL1" 0.227 -0.51 21.65 0.113799959 58.32781158 0.537296008 73.07917889 -0.584355487249904 0.893989333336517 0.963378216670433
"SPATA20" 0.722 -0.59 18.26 0.090987296 56.68333233 0.220658033 59.98044966 0.683199165118206 0.389388990199 1.10605452840792e-05
"CACNA1G" 0.00062 -2.37 1.11 -2.565908933 0.999939763 -2.077982906 2.854349951 -0.000534165222055543 4.97278693472493 0.999996517362333
"TNFRSF12A" 0.275 -0.12 44.54 0.28407002 68.3452804 0.539886112 73.16715543 0.818347432191897 0.869753440146943 0.036421306731277
"DLX6" 0.257 -0.16 41.25 0.090691532 56.6773086 0.101051978 54.34995112 0.863710418503262 1.77846097872252 0.842830433475103
"MAP3K9" 0.264 -1.55 3.31 -0.501345764 21.70351184 -0.677511562 21.63245357 0.871959042265655 1.33943641666278 0.92339517875996
"RALA" 0 0.32 72.94 0.000406903 50.44876815 -0.094033085 45.01466276 0.562229478983036 2.80574031253979 0.950372431421878
"BAIAP2L1" 0.65 -0.55 19.86 0.021952657 51.86434552 0.451383711 69.88269795 0.300366071422598 0.269612044398453 0.042773725631072
"KDM7A" NA NA NA -0.668151674 16.31227035 -0.708780995 20.78201369 NA NA NA
"ETV1" 0 -0.43 25.37 -1.069140954 8.095897837 -0.502732428 27.46823069 -2.15385651834015 -0.161873466380038 0.996674203240852
"AGK" 0.892 0.4 76.15 0.375753348 72.92331787 0.37072923 66.5200391 -0.103430732137806 0.240131744780696 2.4706842233331e-06
"ALDH3B1" NA NA NA NA NA 0.075207236 53.12805474 -0.492099971205446 0.586888946247088 3.93511223222023e-05
"TTC22" NA NA NA NA NA NA NA 1.81863920576799 0.736951902207824 0.000878027240110101
"PHTF2" 0.142 -0.14 43.77 -0.615349168 17.80615626 -0.678034799 21.61290323 -0.34365809025855 1.17668911339196 0.0249464272569149
"CCL26" 0.752 0.52 80.46 0.301411053 69.32112523 0.304871623 63.68523949 -0.0328123264374243 -0.853732801445773 0.019786154155303
"FARP2" 0.735 0.37 75.31 2.039326265 98.31937835 1.955030051 96.78396872 -0.0747078291194445 -1.67590214702067 1.9753652138302e-20
"USH1C" 0.926 -0.41 25.87 -0.118329953 42.00349377 0.11612255 55.12218964 -1.46943329371189 -1.34959716307064 2.72435840434222e-12
"GGCT" 0.551 0.1 61.28 0.114745473 58.43021505 0.069503553 52.83479961 0.519736991646808 0.651027624353555 0.000385990598175728
"DBF4" 0.437 0.15 64.74 0.443384549 75.96530329 -0.222448293 39.11045943 -0.646077427690197 -0.102475717442972 0.998167681555921
"TBXA2R" 0.348 -0.14 43.57 0.656453753 83.59134992 0.10871709 54.7311828 0.669372715580881 2.43200222996627 0.113768130952393
"IFRD1" 0.49 -0.38 27.69 -0.498663579 21.84808144 -0.47118471 28.65102639 0.382158318040539 1.52440095222978 0.105462456846984
"LGALS14" 0.809 1.15 92.43 0.852191298 88.45852659 0.679092982 78.0058651 0.200422397652567 -0.307377845574238 0.0100122793683261
"COX10" 0.109 0.76 86.75 0.572098044 81.04331064 0.660908201 77.38025415 -0.0050904835361868 0.590521801928276 0.646572545927849
"GTF2IRD1" 0.305 -1.39 4.31 -1.304287838 5.324980423 -1.241148724 9.110459433 0.654766113938644 2.50707737392565 0.996434356913921
"PAF1" 0.177 -0.29 33.2 -0.227809585 35.31112584 -0.025495819 48.17204301 -0.179785019322807 2.92610008967476 0.845472629917094
"VPS41" 0.971 -0.33 30.82 -0.908248021 10.57165231 -0.503800342 27.41935484 -0.716036278390129 1.01410224407485 1.16349819146267e-08
"ARHGAP44" NA -1.49 3.63 -1.495946216 3.951569183 -1.198619675 9.755620723 -1.78706954810367 2.00693454527137 0.999299004436186
"ELAC2" 0.929 -0.91 10.12 -0.918880477 10.34877417 -0.709497962 20.742913 -0.801385932822812 0.234152883346767 4.06301820140536e-11
"SCIN" 0.993 1.22 93.24 1.388631944 95.4520812 1.116874008 88.38709677 -2.13412570862306 -2.69651395379065 4.08229993266863e-16
"ARSD" 0.0885 0.18 66.07 1.938872493 97.04142012 0.46208849 74.45141066 -0.68266285623601 -0.0714870290613633 0.292872844082226
"PNPLA4" 0.629 -0.43 25.15 0.026234969 54.43786982 0.417946307 73.35423197 0.0701301993669726 -0.876399769294957 0.0110685080808277
"MYH13" NA -0.64 16.74 2.153672925 98.64465996 1.915215753 96.48093842 0.846968122458567 -1.11921878778281 1.88615995107426e-29
"ADIPOR2" 0.238 0.28 71.08 -0.381198136 27.18510933 -0.383760814 32.16031281 -0.278293832606704 2.73474901747678 0.810597984007902
"CDKL3" 0.647 0.33 73.41 0.746740499 85.98879586 0.387840347 67.17497556 0.112848851370642 -1.74277036414135 4.32898502493702e-07
"UPP2" 0.408 -0.11 45.26 0.268911801 67.46581531 0.249793354 61.29032258 0.762213299076598 -0.0133662425387004 0.00202492321799246
"PRSS21" 0.17 0.22 68.27 0.165818795 61.69507861 0.409497039 68.05474096 0.287335739424267 -1.71555580384787 3.27226707337438e-07
"MARK4" 0.0914 -0.98 8.75 -1.133192659 7.228480212 -1.077314637 11.56402737 0.983923237735976 3.46760450464969 0.999932135718548
"PROM1" NA -1.37 4.48 0.921846093 89.56689356 0.543094005 73.27468231 -0.49811780205279 -2.67014197927423 7.17058540967505e-17
"CCDC124" 0.603 -0.29 32.94 0.320933389 70.27287513 0.687828801 78.32844575 0.662343142057023 0.730090803918434 0.316957011367778
"CEACAM21" NA 1.08 91.81 0.784388542 86.94656948 1.299772964 91.39784946 -0.261435789781649 -0.941153270770596 2.37927718675089e-10
"PAFAH1B1" 0.0704 -0.41 26.23 -0.48804202 22.23360039 -0.443473071 29.75562072 0.182083841086842 3.66292389449523 0.99963285344523
"NOS2" 0.549 -1.68 2.69 -0.636775451 17.17968797 -0.383578977 32.17008798 0.49000742772972 1.41060475761468 7.26084821392684e-09
"DNAH9" 0.964 0.46 78.06 2.029140443 98.29528342 1.950987604 96.74486804 0.533887139662911 -1.94265234056662 1.36586328854305e-35
"KIAA0100" 0.75 0.33 73.43 -2.205411275 1.511957111 -2.347059421 2.121212121 -1.70046809018595 2.35559251429707 0.26524374601424
"SLC13A2" 0.874 -0.37 28.16 -0.334813461 29.498223 -0.099195001 44.76050831 -0.2122156069791 0.902563881740938 8.28516014334455e-07
"GAS7" 0.418 -0.54 20.54 -1.127097649 7.306788748 -0.733558658 20.00977517 0.463805280465925 2.9965716057957 0.0255296444534551
"TRAPPC6A" 0.597 -0.05 50.01 0.934985833 89.88615144 1.116435704 88.36754643 0.742642760069706 -0.50656237042387 0.000705277787371492
"MATK" 0.294 -0.55 19.8 -1.256606144 5.824950304 -0.951823792 14.23264907 0.365748199212728 2.30750084448552 0.000234672612755097
"CEACAM7" 0.849 0.97 90.34 0.648174699 83.36847178 0.425093027 68.71945259 0.174142037837783 -1.70306343684693 9.14464756921175e-07
"CD79B" 0 -0.45 24 0.027427318 52.30407807 -0.179942979 40.88954057 0.0899905442671624 1.55533071403932 0.950002656747314
"SCN4A" 0.00572 -0.75 13.68 -0.014940635 49.25606891 0.073360481 53.0400782 -0.0514054522512327 1.22533072688259 0.0104419346692469
"ST7L" 0.99 1.91 97.39 0.690187291 84.62743208 0.596651404 75.14173998 -0.371537429469778 -0.724864204300947 1.94396958967683e-06
"TKTL1" 0.0286 -0.91 10.03 -1.79596805 3.106508876 -1.592025032 3.918495298 -1.64662010980912 -1.04396528433303 0.99702623090185
"PAX6" 0.0409 -0.36 28.63 -0.744689179 14.24612975 -0.758695721 19.31573803 0.865113381995883 3.6377865280035 0.998807897358069
"RPUSD1" 0.672 -0.24 36.17 -0.100663076 43.27450154 0.565458508 74.10557185 -2.83412139403286 -0.703261334266804 3.05727308154375e-08
"RHBDF1" NA -0.79 12.6 0.515392956 78.92898018 0.65378888 77.15542522 0.193539262426143 1.77127382150216 3.65345577837932e-06
"LUC7L" 0.204 0.04 57.15 0.136452141 59.92410096 -0.08636538 45.35679374 0.116226479527264 2.20767698768224 0.164212796735953
"CACNA2D2" 0.56 -0.55 19.95 -1.347075332 4.981627613 -1.450342161 6.412512219 1.0866844784221 3.27873027155614 0.999693296855458
"BAIAP3" 0.88 -2.15 1.47 -0.173486969 38.43744353 0.07629219 53.19648094 -1.85605313335288 -1.15432533490639 2.20929624637849e-19
"TSR3" NA -0.03 51.92 -0.197661471 37.08812722 0.138750206 56.24633431 0.777457054903222 -0.897035820792663 0.00240758156123533
"PIGQ" 0.829 0.08 59.21 1.562996666 96.59056683 1.46308203 93.42130987 -1.1130868735237 -0.295481696595336 3.38787210295676e-10
"CRAMP1" NA NA NA NA NA -0.726970307 20.20527859 NA NA NA
"TEAD3" 0 -0.12 45.13 0.359978509 72.24263599 0.174487103 57.90811339 NA NA NA
"SELE" 0.837 1.33 94.22 0.132541528 59.68917535 0.300058612 63.45063539 -0.219519682457331 -1.10828294584865 1.6649159169351e-08
"DNAJC11" 0.422 -0.16 42.16 -0.768901508 13.55942413 -0.524387721 26.63734115 -0.287377334146731 1.99692245606189 0.999970790294974
"FMO3" 0.997 1.04 91.31 1.065719455 91.97036323 1.14655433 89.01270772 0.879994766895767 -1.31742123986001 2.82794197226029e-09
"MYLIP" 0.232 0.35 74.49 -0.306066356 31.00415638 -0.092424371 45.1026393 -0.41810919569629 0.067818709241438 0.020226886854297
"NOX1" 0.134 0.42 77.16 1.038919325 89.9408284 1.759527375 95.92476489 -0.40615917306378 -1.48730286764232 0.000386451550813002
"E2F2" 0.119 1.22 93.16 -0.437744673 24.40214445 -0.169245539 41.39784946 -0.781404689123385 0.952430699639038 0.914702778499156
"PSMB1" 0.137 0.17 65.56 -0.269825348 32.9317511 -0.225572273 38.96383187 -0.0768897464214156 0.661608478327712 0.718811352095635
"SYN1" NA NA NA NA NA -0.315311262 32.44514107 1.5238717261353 2.85601154669634 0.879529753332511
"JARID2" 0.0413 -1.74 2.42 -2.395914273 1.180651768 -1.762200793 4.261974585 0.261554616805569 3.70236228763522 0.999862193011047
"CDKL5" 0.128 -0.67 15.86 -1.925501739 2.514792899 -2.2043074 1.724137931 -0.721383976377185 2.55917618401742 0.997790054805334
