"","GeneSymbol","LevelOfConfidence"
"837","MUT","HighEvidence"
"838","KCNA2","HighEvidence"
"839","DYRK1A","HighEvidence"
"840","KANSL1","HighEvidence"
"841","POLR3A","HighEvidence"
"842","CEP83","HighEvidence"
"843","PC","HighEvidence"
"844","ABCD1","HighEvidence"
"845","PEX1","HighEvidence"
"846","UBE3A","HighEvidence"
"847","MCCC2","HighEvidence"
"848","SLC6A3","HighEvidence"
"849","DCX","HighEvidence"
"850","FAM126A","HighEvidence"
"851","SOS1","HighEvidence"
"852","HEXA","HighEvidence"
"853","AMT","HighEvidence"
"854","CSTB","HighEvidence"
"855","LAMP2","HighEvidence"
"856","AP1S2","HighEvidence"
"857","CEP135","HighEvidence"
"858","TUBB4A","HighEvidence"
"859","PTCHD1","HighEvidence"
"860","BCKDHB","HighEvidence"
"861","GM2A","HighEvidence"
"862","HRAS","HighEvidence"
"863","HCN1","HighEvidence"
"864","MED12","HighEvidence"
"865","ISPD","HighEvidence"
"866","KMT2D","HighEvidence"
"867","EHMT1","HighEvidence"
"868","PCNT","HighEvidence"
"869","FKTN","HighEvidence"
"870","PIGN","HighEvidence"
"871","ZDHHC9","HighEvidence"
"872","TGIF1","HighEvidence"
"873","FAT4","HighEvidence"
"874","ARID1A","HighEvidence"
"875","CDT1","HighEvidence"
"876","PTCH1","HighEvidence"
"877","PCCB","HighEvidence"
"878","TCF4","HighEvidence"
"879","COX6B1","HighEvidence"
"880","GATM","HighEvidence"
"881","CSNK2A1","HighEvidence"
"882","GLMN","ModerateEvidence"
"883","AGXT","ModerateEvidence"
"884","IHH","ModerateEvidence"
"885","ADGRG6","ModerateEvidence"
"886","KARS","ModerateEvidence"
"887","CYP27A1","ModerateEvidence"
"888","INPPL1","ModerateEvidence"
"889","FANCI","ModerateEvidence"
"890","TBX15","ModerateEvidence"
"891","KLF1","ModerateEvidence"
"892","AKR1D1","ModerateEvidence"
"893","CARS2","ModerateEvidence"
"894","FKBP14","ModerateEvidence"
"895","HOXA13","ModerateEvidence"
"896","IFITM5","ModerateEvidence"
"897","PIK3R1","ModerateEvidence"
"898","CHST3","ModerateEvidence"
"899","STRADA","ModerateEvidence"
"900","CNOT3","ModerateEvidence"
"901","CRX","ModerateEvidence"
"902","SOX9","ModerateEvidence"
"903","FGF3","ModerateEvidence"
"904","FLT4","ModerateEvidence"
"905","HNRNPK","ModerateEvidence"
"906","SLC25A26","ModerateEvidence"
"907","ALX4","ModerateEvidence"
"908","HSF4","ModerateEvidence"
"909","TP63","ModerateEvidence"
"910","NUP107","ModerateEvidence"
"911","LDB3","ModerateEvidence"
"912","RASA1","ModerateEvidence"
"913","ROBO3","ModerateEvidence"
"914","NPR2","ModerateEvidence"
"915","HIST1H4C","ModerateEvidence"
"916","UGT1A1","ModerateEvidence"
"917","COL11A1","ModerateEvidence"
"918","SETD1A","ModerateEvidence"
"919","FOXF1","ModerateEvidence"
"920","ARMC4","ModerateEvidence"
"921","SH3PXD2B","ModerateEvidence"
"922","DDX53","ModerateEvidence"
"923","SLC5A5","ModerateEvidence"
"924","TMEM126B","ModerateEvidence"
"925","CCNO","ModerateEvidence"
"926","EPB41L1","ModerateEvidence"
"927","FTO","ModerateEvidence"
"928","SALL4","ModerateEvidence"
"929","SMAD3","ModerateEvidence"
"930","SPATA5","ModerateEvidence"
"931","KLHL40","ModerateEvidence"
"932","GJB3","ModerateEvidence"
"933","CHRDL1","ModerateEvidence"
"934","IL1RAPL2","ModerateEvidence"
"935","SLC2A2","ModerateEvidence"
"936","GSS","ModerateEvidence"
"937","MAPK10","ModerateEvidence"
"938","JAG1","ModerateEvidence"
"939","NKX3-2","ModerateEvidence"
"940","CHRNG","ModerateEvidence"
"941","QRICH1","ModerateEvidence"
"942","ADCY5","ModerateEvidence"
"943","TCTN3","ModerateEvidence"
"944","SDCCAG8","ModerateEvidence"
"945","UVSSA","ModerateEvidence"
"946","SIX5","ModerateEvidence"
"947","EIF4A3","ModerateEvidence"
"948","COX7B","ModerateEvidence"
"949","GATA2","ModerateEvidence"
"950","FRMPD4","ModerateEvidence"
"951","RMRP","ModerateEvidence"
"952","GRM6","ModerateEvidence"
"953","CCDC103","ModerateEvidence"
"954","PITX3","ModerateEvidence"
"955","PROP1","ModerateEvidence"
"956","SHROOM4","ModerateEvidence"
"957","AGL","ModerateEvidence"
"958","TGDS","ModerateEvidence"
"959","PDE6G","ModerateEvidence"
"960","MC2R","ModerateEvidence"
"961","TRPV4","ModerateEvidence"
"962","FYCO1","ModerateEvidence"
"963","MYH8","ModerateEvidence"
"964","NYX","ModerateEvidence"
"965","MAP3K1","ModerateEvidence"
"966","NR2F2","ModerateEvidence"
"967","ALDOA","ModerateEvidence"
"968","MSX2","ModerateEvidence"
"969","TRIP11","ModerateEvidence"
"970","ANTXR1","ModerateEvidence"
"971","MYO5B","ModerateEvidence"
"972","SPAG1","ModerateEvidence"
"973","RPE65","ModerateEvidence"
"974","SRY","ModerateEvidence"
"975","CYP1B1","ModerateEvidence"
"976","LRP5","ModerateEvidence"
"977","FANCC","ModerateEvidence"
"978","TGFB3","ModerateEvidence"
"979","NPHS1","ModerateEvidence"
"980","CEP104","ModerateEvidence"
"981","CRBN","ModerateEvidence"
"982","DDB2","ModerateEvidence"
"983","DNAAF4","ModerateEvidence"
"984","IRF6","ModerateEvidence"
"985","NODAL","ModerateEvidence"
"986","MIR17HG","ModerateEvidence"
"987","TSHR","ModerateEvidence"
"988","WASHC5","ModerateEvidence"
"989","CEP63","ModerateEvidence"
"990","PAX9","ModerateEvidence"
"991","NOTCH2","ModerateEvidence"
"992","PGM3","ModerateEvidence"
"993","CRYBB3","ModerateEvidence"
"994","HSD3B7","ModerateEvidence"
"995","DVL1","ModerateEvidence"
"996","GABBR2","ModerateEvidence"
"997","UROS","ModerateEvidence"
"998","NUP62","ModerateEvidence"
"999","ZC3H14","ModerateEvidence"
"1000","IFT122","ModerateEvidence"
"1001","EDA","ModerateEvidence"
"1002","HNF1B","ModerateEvidence"
"1003","ADA","ModerateEvidence"
"1004","RNU4ATAC","ModerateEvidence"
"1005","IFT80","ModerateEvidence"
"1006","HINT1","ModerateEvidence"
"1007","CRYGD","ModerateEvidence"
"1008","HMGCS2","ModerateEvidence"
"1009","SCN4A","ModerateEvidence"
"1010","COL2A1","ModerateEvidence"
"1011","NBAS","ModerateEvidence"
"1012","FAM120C","ModerateEvidence"
"1013","C4orf26","ModerateEvidence"
"1014","PRSS56","ModerateEvidence"
"1015","HYAL1","ModerateEvidence"
"1016","SLC26A2","ModerateEvidence"
"1017","TRMT1","ModerateEvidence"
"1018","CHSY1","ModerateEvidence"
"1019","IMPAD1","ModerateEvidence"
"1020","GJA3","ModerateEvidence"
"1021","DSTYK","ModerateEvidence"
"1022","FANCF","ModerateEvidence"
"1023","RSPH3","ModerateEvidence"
"1024","GUCY2C","ModerateEvidence"
"1025","EXT2","ModerateEvidence"
"1026","ATP6V1B1","ModerateEvidence"
"1027","SACS","ModerateEvidence"
"1028","NAGS","ModerateEvidence"
"1029","FHL1","ModerateEvidence"
"1030","SEC23B","ModerateEvidence"
"1031","PMS2","ModerateEvidence"
"1032","CRYAA","ModerateEvidence"
"1033","CDH23","ModerateEvidence"
"1034","COL4A4","ModerateEvidence"
"1035","COL9A3","ModerateEvidence"
"1036","SALL1","ModerateEvidence"
"1037","TMPRSS6","ModerateEvidence"
"1038","EOGT","ModerateEvidence"
"1039","WDR19","ModerateEvidence"
"1040","TCF20","ModerateEvidence"
"1041","HSPG2","ModerateEvidence"
"1042","FAM161A","ModerateEvidence"
"1043","RBPJ","ModerateEvidence"
"1044","GDF5","ModerateEvidence"
"1045","VIPAS39","ModerateEvidence"
"1046","ASS1","ModerateEvidence"
"1047","TERT","ModerateEvidence"
"1048","HOXC13","ModerateEvidence"
"1049","PPA2","ModerateEvidence"
"1050","FANCE","ModerateEvidence"
"1051","SCARF2","ModerateEvidence"
"1052","GJB1","ModerateEvidence"
"1053","BGN","ModerateEvidence"
"1054","IGF2","ModerateEvidence"
"1055","BMPER","ModerateEvidence"
"1056","HR","ModerateEvidence"
"1057","COQ9","ModerateEvidence"
"1058","BMPR1B","ModerateEvidence"
"1059","IL11RA","ModerateEvidence"
"1060","FA2H","ModerateEvidence"
"1061","ARL14EP","ModerateEvidence"
"1062","WNT1","ModerateEvidence"
"1063","SKIV2L","ModerateEvidence"
"1064","DENND5A","ModerateEvidence"
"1065","FANCG","ModerateEvidence"
"1066","KLHL15","ModerateEvidence"
"1067","C2orf71","ModerateEvidence"
"1068","HPGD","ModerateEvidence"
"1069","SLC39A13","ModerateEvidence"
"1070","CDH3","ModerateEvidence"
"1071","RPS23","ModerateEvidence"
"1072","NMNAT1","ModerateEvidence"
"1073","C19orf12","ModerateEvidence"
"1074","BHLHA9","ModerateEvidence"
"1075","AIPL1","ModerateEvidence"
"1076","PTHLH","ModerateEvidence"
"1077","CRB1","ModerateEvidence"
"1078","TMEM231","ModerateEvidence"
"1079","OTULIN","ModerateEvidence"
"1080","IFT43","ModerateEvidence"
"1081","ENPP1","ModerateEvidence"
"1082","GATA6","ModerateEvidence"
"1083","CRYBB2","ModerateEvidence"
"1084","TGFB1","ModerateEvidence"
"1085","ALX3","ModerateEvidence"
"1086","FOXE3","ModerateEvidence"
"1087","C2CD3","ModerateEvidence"
"1088","ACAN","ModerateEvidence"
"1089","RETREG1","ModerateEvidence"
"1090","PLOD2","ModerateEvidence"
"1091","DLG4","ModerateEvidence"
"1092","GJA8","ModerateEvidence"
"1093","GNAI3","ModerateEvidence"
"1094","NPHP4","ModerateEvidence"
"1095","NR5A1","ModerateEvidence"
"1096","FAM20A","ModerateEvidence"
"1097","B3GALT6","ModerateEvidence"
"1098","MTO1","ModerateEvidence"
"1099","TRAPPC11","ModerateEvidence"
"1100","ATP1A2","ModerateEvidence"
"1101","WNT10B","ModerateEvidence"
"1102","WDR34","ModerateEvidence"
"1103","OTOGL","ModerateEvidence"
"1104","TYR","ModerateEvidence"
"1105","TGFB2","ModerateEvidence"
"1106","EVC2","ModerateEvidence"
"1107","CTSF","ModerateEvidence"
"1108","JAGN1","ModerateEvidence"
"1109","CIB2","ModerateEvidence"
"1110","COL18A1","ModerateEvidence"
"1111","LMBRD1","ModerateEvidence"
"1112","FOXN1","ModerateEvidence"
"1113","SPEG","ModerateEvidence"
"1114","HOXD13","ModerateEvidence"
"1115","PRDM12","ModerateEvidence"
"1116","FOXE1","ModerateEvidence"
"1117","CYP7B1","ModerateEvidence"
"1118","XPA","ModerateEvidence"
"1119","TYRP1","ModerateEvidence"
"1120","BICD2","ModerateEvidence"
"1121","CRYBB1","ModerateEvidence"
"1122","SOX17","ModerateEvidence"
"1123","MED25","ModerateEvidence"
"1124","TBX1","ModerateEvidence"
"1125","MFSD2A","ModerateEvidence"
"1126","FGF10","ModerateEvidence"
"1127","NEK1","ModerateEvidence"
"1128","PGM1","ModerateEvidence"
"1129","COL9A2","ModerateEvidence"
"1130","STAT1","ModerateEvidence"
"1131","BSND","ModerateEvidence"
"1132","FGFR2","ModerateEvidence"
"1133","TEK","ModerateEvidence"
"1134","SNORD118","ModerateEvidence"
"1135","BFSP2","ModerateEvidence"
"1136","GJB2","ModerateEvidence"
"1137","KMT2B","ModerateEvidence"
"1138","WNT7A","ModerateEvidence"
"1139","MED23","ModerateEvidence"
"1140","CCDC114","ModerateEvidence"
"1141","WDR35","ModerateEvidence"
"1142","SLC35D1","ModerateEvidence"
"1143","DLL3","ModerateEvidence"
"1144","MATN3","ModerateEvidence"
"1145","GAA","ModerateEvidence"
"1146","ERMARD","ModerateEvidence"
"1147","GHR","ModerateEvidence"
"1148","GATA4","ModerateEvidence"
"1149","PKHD1","ModerateEvidence"
"1150","HTT","ModerateEvidence"
"1151","LFNG","ModerateEvidence"
"1152","ZIC3","ModerateEvidence"
"1153","ABCB11","ModerateEvidence"
"1154","KIF22","ModerateEvidence"
"1155","KCND3","ModerateEvidence"
"1156","GBA2","ModerateEvidence"
"1157","DMP1","ModerateEvidence"
"1158","FREM2","ModerateEvidence"
"1159","GJA1","ModerateEvidence"
"1160","CHL1","ModerateEvidence"
"1161","MNX1","ModerateEvidence"
"1162","STS","ModerateEvidence"
"1163","LRP4","ModerateEvidence"
"1164","THRB","ModerateEvidence"
"1165","MYH6","ModerateEvidence"
"1166","FTL","ModerateEvidence"
"1167","TBX3","ModerateEvidence"
"1168","CDKN1C","ModerateEvidence"
"1169","POLR1D","ModerateEvidence"
"1170","PET100","ModerateEvidence"
"1171","AIRE","ModerateEvidence"
"1172","FXN","ModerateEvidence"
"1173","TUBGCP4","ModerateEvidence"
"1174","LTBP3","ModerateEvidence"
"1175","NOG","ModerateEvidence"
"1176","EYA1","ModerateEvidence"
"1177","AK2","ModerateEvidence"
"1178","CLCN2","ModerateEvidence"
"1179","GDF6","ModerateEvidence"
"1180","PTH1R","ModerateEvidence"
"1181","CTNS","ModerateEvidence"
"1182","KBTBD13","ModerateEvidence"
"1183","CASR","ModerateEvidence"
"1184","FANCA","ModerateEvidence"
"1185","ZMPSTE24","ModerateEvidence"
"1186","GRIA1","ModerateEvidence"
"1187","ZNF335","ModerateEvidence"
"1188","FANCD2","ModerateEvidence"
"1189","TCF12","ModerateEvidence"
"1190","DIP2B","ModerateEvidence"
"1191","NBN","ModerateEvidence"
"1192","ASH1L","ModerateEvidence"
"1193","ALDOB","ModerateEvidence"
"1194","ZNF148","ModerateEvidence"
"1195","RNF135","ModerateEvidence"
"1196","PAPSS2","ModerateEvidence"
"1197","NDUFAF2","ModerateEvidence"
"1198","ERCC4","ModerateEvidence"
"1199","FRAS1","ModerateEvidence"
"1200","SLC25A38","ModerateEvidence"
"1201","ZIC1","ModerateEvidence"
"1202","SMCHD1","ModerateEvidence"
"1203","PHF21A","ModerateEvidence"
"1204","LHX3","ModerateEvidence"
"1205","LMX1B","ModerateEvidence"
"1206","RSPH1","ModerateEvidence"
"1207","FBP1","ModerateEvidence"
"1208","UPB1","ModerateEvidence"
"1209","COL1A1","ModerateEvidence"
"1210","GBA","ModerateEvidence"
"1211","MAPRE2","ModerateEvidence"
"1212","ACP5","ModerateEvidence"
"1213","TWIST2","ModerateEvidence"
"1214","POU1F1","ModerateEvidence"
"1215","VPS33B","ModerateEvidence"
"1216","NT5C3A","ModerateEvidence"
"1217","ERF","ModerateEvidence"
"1218","RAX","ModerateEvidence"
"1219","HYDIN","ModerateEvidence"
"1220","DPM3","ModerateEvidence"
"1221","STT3A","ModerateEvidence"
"1222","CHUK","ModerateEvidence"
"1223","CHST14","ModerateEvidence"
"1224","SMARCD2","ModerateEvidence"
"1225","GPR179","ModerateEvidence"
"1226","CCDC40","ModerateEvidence"
"1227","HAX1","ModerateEvidence"
"1228","DYNC2H1","ModerateEvidence"
"1229","ANO5","ModerateEvidence"
"1230","TXNL4A","ModerateEvidence"
"1231","PKD1L1","ModerateEvidence"
"1232","RUNX2","ModerateEvidence"
"1233","CTSK","ModerateEvidence"
"1234","TBX22","ModerateEvidence"
"1235","NPHP3","ModerateEvidence"
"1236","ITGA7","ModerateEvidence"
"1237","KIT","ModerateEvidence"
"1238","TAF13","ModerateEvidence"
"1239","ZFP57","ModerateEvidence"
"1240","SET","ModerateEvidence"
"1241","XYLT1","ModerateEvidence"
"1242","TAB2","ModerateEvidence"
"1243","HPS1","ModerateEvidence"
"1244","MSX1","ModerateEvidence"
"1245","LRRC6","ModerateEvidence"
"1246","FOXC1","ModerateEvidence"
"1247","SLC4A1","ModerateEvidence"
"1248","PSMB8","ModerateEvidence"
"1249","LEMD3","ModerateEvidence"
"1250","SRGAP3","ModerateEvidence"
"1251","XPC","ModerateEvidence"
"1252","CLCN7","ModerateEvidence"
"1253","TBX5","ModerateEvidence"
"1254","TBX20","ModerateEvidence"
"1255","KIRREL3","ModerateEvidence"
"1256","CRYBA1","ModerateEvidence"
"1257","ACADVL","ModerateEvidence"
"1258","PNPT1","ModerateEvidence"
"1259","ALPL","ModerateEvidence"
"1260","CCDC65","ModerateEvidence"
"1261","DSPP","ModerateEvidence"
"1262","CCT5","ModerateEvidence"
"1263","STAR","ModerateEvidence"
"1264","EDNRA","ModerateEvidence"
"1265","COL6A1","ModerateEvidence"
"1266","WNT3","ModerateEvidence"
"1267","CDK16","ModerateEvidence"
"1268","ACVR1","ModerateEvidence"
"1269","FBN1","ModerateEvidence"
"1270","LHX4","ModerateEvidence"
"1271","GRHL3","ModerateEvidence"
"1272","TRPM1","ModerateEvidence"
"1273","SBDS","ModerateEvidence"
"1274","RSPO4","ModerateEvidence"
"1275","TRAPPC2","ModerateEvidence"
"1276","TBXAS1","ModerateEvidence"
"1277","CD96","ModerateEvidence"
"1278","EEF1B2","ModerateEvidence"
"1279","KIF2A","ModerateEvidence"
"1280","FOXC2","ModerateEvidence"
"1281","WRAP53","ModerateEvidence"
"1282","DLG2","ModerateEvidence"
"1283","KCTD1","ModerateEvidence"
"1284","USB1","ModerateEvidence"
"1285","FLNB","ModerateEvidence"
"1286","FAAH2","ModerateEvidence"
"1287","USP27X","ModerateEvidence"
"1288","IGF1R","ModerateEvidence"
"1289","CHM","ModerateEvidence"
"1290","POLR1C","ModerateEvidence"
"1291","GLE1","ModerateEvidence"
"1292","SLC27A4","ModerateEvidence"
"1293","DNAAF3","ModerateEvidence"
"1294","HNF4A","ModerateEvidence"
"1295","PITX2","ModerateEvidence"
"1296","TBX4","ModerateEvidence"
"1297","ABCC6","ModerateEvidence"
"1298","EVC","ModerateEvidence"
"1299","ACAT1","ModerateEvidence"
"1300","FZD6","ModerateEvidence"
"1301","COL9A1","ModerateEvidence"
"1302","RTN4IP1","ModerateEvidence"
"1303","ELN","ModerateEvidence"
"1304","ATP8B1","ModerateEvidence"
"1305","FGF14","ModerateEvidence"
"1306","C8orf37","ModerateEvidence"
"1307","MFRP","ModerateEvidence"
"1308","DCC","ModerateEvidence"
"1309","VSX2","ModerateEvidence"
"1310","ERLIN2","ModerateEvidence"
"1311","SCN11A","ModerateEvidence"
"1312","LMNA","ModerateEvidence"
"1313","DLAT","ModerateEvidence"
"1314","LTBP2","ModerateEvidence"
"1315","COMP","ModerateEvidence"
"1316","GNAI1","ModerateEvidence"
"1317","GAS8","ModerateEvidence"
"1318","MESP2","ModerateEvidence"
"1319","HPSE2","ModerateEvidence"
"1320","AKT1","ModerateEvidence"
"1321","DOCK6","ModerateEvidence"
"1322","ECEL1","ModerateEvidence"
"1323","DLG1","ModerateEvidence"
"1324","FBXW4","ModerateEvidence"
"1325","JAK3","ModerateEvidence"
"1326","RPS19","ModerateEvidence"
"1327","DLL4","ModerateEvidence"
"1328","COL10A1","ModerateEvidence"
"1329","ACTA2","ModerateEvidence"
"1330","COL4A3","ModerateEvidence"
"1331","ALAD","ModerateEvidence"
"1332","GALK1","ModerateEvidence"
"1333","ATP6AP2","ModerateEvidence"
"1334","POLD1","ModerateEvidence"
"1335","MYH9","ModerateEvidence"
"1336","TRPS1","ModerateEvidence"
"1337","SIX1","ModerateEvidence"
"1338","SLC4A11","ModerateEvidence"
"1339","MMP13","ModerateEvidence"
"1340","POC1B","ModerateEvidence"
"1341","RPGRIP1","ModerateEvidence"
"1342","PAX3","ModerateEvidence"
"1343","CLDN19","ModerateEvidence"
"1344","PNPO","ModerateEvidence"
"1345","KCNQ1","ModerateEvidence"
"1346","COL11A2","LowEvidence"
"1347","TKTL1","LowEvidence"
"1348","B9D1","LowEvidence"
"1349","TNPO2","LowEvidence"
"1350","XKRX","LowEvidence"
"1351","MEGF8","LowEvidence"
"1352","SHOX","LowEvidence"
"1353","POC1A","LowEvidence"
"1354","NDN","LowEvidence"
"1355","MAGEA11","LowEvidence"
"1356","KLHL21","LowEvidence"
"1357","SMARCA1","LowEvidence"
"1358","B4GALT1","LowEvidence"
"1359","EGR2","LowEvidence"
"1360","RHEB","LowEvidence"
"1361","MARS2","LowEvidence"
"1362","SYNE1","LowEvidence"
"1363","MAGEB10","LowEvidence"
"1364","PBRM1","LowEvidence"
"1365","CPXCR1","LowEvidence"
"1366","PANK2","LowEvidence"
"1367","ADGRG4","LowEvidence"
"1368","GRN","LowEvidence"
"1369","DNM2","LowEvidence"
"1370","NDUFAF3","LowEvidence"
"1371","SLC26A9","LowEvidence"
"1372","KLF8","LowEvidence"
"1373","ZNF41","LowEvidence"
"1374","CDK19","LowEvidence"
"1375","ATXN2","LowEvidence"
"1376","ARHGAP31","LowEvidence"
"1377","NDUFS3","LowEvidence"
"1378","CFAP47","LowEvidence"
"1379","ZNF526","LowEvidence"
"1380","NXF5","LowEvidence"
"1381","CLCN5","LowEvidence"
"1382","SCN1B","LowEvidence"
"1383","ELOVL5","LowEvidence"
"1384","ARHGEF2","LowEvidence"
"1385","TCEAL3","LowEvidence"
"1386","TFAP2A","LowEvidence"
"1387","SLC25A53","LowEvidence"
"1388","SHROOM2","LowEvidence"
"1389","IGHMBP2","LowEvidence"
"1390","PIGQ","LowEvidence"
"1391","PALB2","LowEvidence"
"1392","ATP2A2","LowEvidence"
"1393","SLC25A6","LowEvidence"
"1394","TMEM135","LowEvidence"
"1395","MBNL3","LowEvidence"
"1396","CUX2","LowEvidence"
"1397","ZBTB40","LowEvidence"
"1398","ZNF592","LowEvidence"
"1399","MAPT","LowEvidence"
"1400","AGPAT2","LowEvidence"
"1401","SVBP","LowEvidence"
"1402","WNT4","LowEvidence"
"1403","NTM","LowEvidence"
"1404","PHF10","LowEvidence"
"1405","HMGCL","LowEvidence"
"1406","GLRA1","LowEvidence"
"1407","ANK3","LowEvidence"
"1408","MSL3","LowEvidence"
"1409","BMP15","LowEvidence"
"1410","ACSF3","LowEvidence"
"1411","TECR","LowEvidence"
"1412","CHRNB2","LowEvidence"
"1413","GPRASP1","LowEvidence"
"1414","ATXN1","LowEvidence"
"1415","ACE2","LowEvidence"
"1416","MAGEE2","LowEvidence"
"1417","PRICKLE3","LowEvidence"
"1418","ENTPD1","LowEvidence"
"1419","CCNB3","LowEvidence"
"1420","COX14","LowEvidence"
"1421","PREPL","LowEvidence"
"1422","IGBP1","LowEvidence"
"1423","BDP1","LowEvidence"
"1424","TLR8","LowEvidence"
"1425","NADK2","LowEvidence"
"1426","STT3B","LowEvidence"
"1427","CCNA2","LowEvidence"
"1428","QKI","LowEvidence"
"1429","AKAP17A","LowEvidence"
"1430","CTPS2","LowEvidence"
"1431","MTPAP","LowEvidence"
"1432","ATXN3","LowEvidence"
"1433","SLC6A5","LowEvidence"
"1434","KCND1","LowEvidence"
"1435","INTS6L","LowEvidence"
"1436","CNKSR1","LowEvidence"
"1437","DPF1","LowEvidence"
"1438","NLRP3","LowEvidence"
"1439","BPIFB6","LowEvidence"
"1440","KCNH5","LowEvidence"
"1441","NDUFA11","LowEvidence"
"1442","PDGFRB","LowEvidence"
"1443","SPTLC2","LowEvidence"
"1444","NRXN3","LowEvidence"
"1445","GTPBP8","LowEvidence"
"1446","SETDB2","LowEvidence"
"1447","COL6A3","LowEvidence"
"1448","SCN9A","LowEvidence"
"1449","TREX2","LowEvidence"
"1450","THUMPD1","LowEvidence"
"1451","CDC45","LowEvidence"
"1452","LIMK1","LowEvidence"
"1453","SYTL5","LowEvidence"
"1454","TGFBR2","LowEvidence"
"1455","DMPK","LowEvidence"
"1456","CMC4","LowEvidence"
"1457","NKX2-5","LowEvidence"
"1458","VIP","LowEvidence"
"1459","PRX","LowEvidence"
"1460","MYH10","LowEvidence"
"1461","BRCA2","LowEvidence"
"1462","PHACTR1","LowEvidence"
"1463","NEDD4L","LowEvidence"
"1464","KIF4A","LowEvidence"
"1465","SCARB2","LowEvidence"
"1466","TLK2","LowEvidence"
"1467","SLC30A9","LowEvidence"
"1468","TCOF1","LowEvidence"
"1469","HS6ST2","LowEvidence"
"1470","TGM6","LowEvidence"
"1471","CSF2RA","LowEvidence"
"1472","CCDC39","LowEvidence"
"1473","SMARCD3","LowEvidence"
"1474","PCDH10","LowEvidence"
"1475","TCTN1","LowEvidence"
"1476","TRIP13","LowEvidence"
"1477","PUDP","LowEvidence"
"1478","CP","LowEvidence"
"1479","NOP56","LowEvidence"
"1480","COA5","LowEvidence"
"1481","AGO1","LowEvidence"
"1482","DPF3","LowEvidence"
"1483","GPHN","LowEvidence"
"1484","SF3B4","LowEvidence"
"1485","ATP7B","LowEvidence"
"1486","TFAP2B","LowEvidence"
"1487","DDR2","LowEvidence"
"1488","MLH1","LowEvidence"
"1489","XIAP","LowEvidence"
"1490","UTP14A","LowEvidence"
"1491","HAUS7","LowEvidence"
"1492","PHIP","LowEvidence"
"1493","CRYGC","LowEvidence"
"1494","AGTR2","LowEvidence"
"1495","STARD8","LowEvidence"
"1496","PHC1","LowEvidence"
"1497","SYT14","LowEvidence"
"1498","ITCH","LowEvidence"
"1499","MYH3","LowEvidence"
"1500","SH3TC2","LowEvidence"
"1501","SLC20A2","LowEvidence"
"1502","ASB12","LowEvidence"
"1503","LRRK1","LowEvidence"
"1504","AKAP6","LowEvidence"
"1505","ACOT9","LowEvidence"
"1506","CLCNKA","LowEvidence"
"1507","RAB11B","LowEvidence"
"1508","ABHD12","LowEvidence"
"1509","MPZ","LowEvidence"
"1510","RGN","LowEvidence"
"1511","CCDC115","LowEvidence"
"1512","PRKAR1A","LowEvidence"
"1513","PNKD","LowEvidence"
"1514","AKR1C2","LowEvidence"
"1515","HIST1H4B","LowEvidence"
"1516","GON4L","LowEvidence"
"1517","ADGRV1","LowEvidence"
"1518","CHRNA2","LowEvidence"
"1519","TSC22D3","LowEvidence"
"1520","GABRQ","LowEvidence"
"1521","ZNF81","LowEvidence"
"1522","FOXP3","LowEvidence"
"1523","CUL7","LowEvidence"
"1524","ATP2B3","LowEvidence"
"1525","MTF1","LowEvidence"
"1526","TARDBP","LowEvidence"
"1527","ARHGAP36","LowEvidence"
"1528","SNX3","LowEvidence"
"1529","RALGDS","LowEvidence"
"1530","CSF1R","LowEvidence"
"1531","TMEM132E","LowEvidence"
"1532","LITAF","LowEvidence"
"1533","ATP8A2","LowEvidence"
"1534","WT1","LowEvidence"
"1535","ADRA2B","LowEvidence"
"1536","UQCRB","LowEvidence"
"1537","ENOX2","LowEvidence"
"1538","MAP3K15","LowEvidence"
"1539","BTK","LowEvidence"
"1540","TENM1","LowEvidence"
"1541","ZFHX4","LowEvidence"
"1542","TINF2","LowEvidence"
"1543","ANO3","LowEvidence"
"1544","CAPN10","LowEvidence"
"1545","ZMYND12","LowEvidence"
"1546","ACBD6","LowEvidence"
"1547","ARHGEF4","LowEvidence"
"1548","NECTIN1","LowEvidence"
"1549","NHP2","LowEvidence"
"1550","SCRIB","LowEvidence"
"1551","MTMR1","LowEvidence"
"1552","SMARCC1","LowEvidence"
"1553","SNTG1","LowEvidence"
"1554","CRLF2","LowEvidence"
"1555","CASP2","LowEvidence"
"1556","RPGR","LowEvidence"
"1557","EIF4G1","LowEvidence"
"1558","PRDX4","LowEvidence"
"1559","ALDH1A3","LowEvidence"
"1560","RNF168","LowEvidence"
"1561","PRKRA","LowEvidence"
"1562","TGFBR1","LowEvidence"
"1563","PRKN","LowEvidence"
"1564","PRRG3","LowEvidence"
"1565","RET","LowEvidence"
"1566","MAP7D3","LowEvidence"
"1567","BCORL1","LowEvidence"
"1568","GAD1","LowEvidence"
"1569","NECAB2","LowEvidence"
"1570","STAB2","LowEvidence"
"1571","HDAC6","LowEvidence"
"1572","IARS2","LowEvidence"
"1573","AR","LowEvidence"
"1574","EFNB1","LowEvidence"
"1575","CCDC78","LowEvidence"
"1576","IRAK1","LowEvidence"
"1577","XPNPEP3","LowEvidence"
"1578","IFNAR2","LowEvidence"
"1579","MTMR2","LowEvidence"
"1580","NKAP","LowEvidence"
"1581","CACNA1G","LowEvidence"
