"","GeneSymbol","LevelOfConfidence"
"1","KCNT1","HighEvidence"
"2","CHRNB2","HighEvidence"
"3","CHRNA4","HighEvidence"
"4","SCN1A","HighEvidence"
"5","CNTNAP2","HighEvidence"
"6","LGI1","HighEvidence"
"7","DEPDC5","HighEvidence"
"8","TSC1","LowEvidence"
"9","CHRNA2","LowEvidence"
"10","SCN9A","LowEvidence"
