"","GeneSymbol","LevelOfConfidence"
"1","SHH","HighEvidence"
"2","GLI2","HighEvidence"
"3","PTCH1","HighEvidence"
"4","SIX3","HighEvidence"
"5","CDON","HighEvidence"
"6","FGF8","HighEvidence"
"7","FGFR1","HighEvidence"
"8","TGIF1","HighEvidence"
"9","ZIC2","HighEvidence"
"10","DISP1","HighEvidence"
"11","DLL1","ModerateEvidence"
"12","SUFU","ModerateEvidence"
"13","FOXH1","LowEvidence"
"14","NODAL","LowEvidence"
"15","GCM2","LowEvidence"
"16","SMAD2","LowEvidence"
