"","GeneSymbol","LevelOfConfidence"
"828","DDR2","ModerateEvidence"
"829","ZIC1","ModerateEvidence"
"830","POC1B","ModerateEvidence"
"831","GLIS3","ModerateEvidence"
"832","AK2","ModerateEvidence"
"833","TBP","ModerateEvidence"
"834","UGT1A1","ModerateEvidence"
"835","SMO","ModerateEvidence"
"836","RET","ModerateEvidence"
"837","WASHC5","ModerateEvidence"
"838","KIAA0586","ModerateEvidence"
"839","HECW2","ModerateEvidence"
"840","LMX1B","ModerateEvidence"
"841","MTPAP","ModerateEvidence"
"842","LFNG","ModerateEvidence"
"843","EDA","ModerateEvidence"
"844","SOX17","ModerateEvidence"
"845","FGF14","ModerateEvidence"
"846","GAA","ModerateEvidence"
"847","SDCCAG8","ModerateEvidence"
"848","HSPG2","ModerateEvidence"
"849","PAX2","ModerateEvidence"
"850","GATA4","ModerateEvidence"
"851","GDF5","ModerateEvidence"
"852","SLC4A11","ModerateEvidence"
"853","FAM161A","ModerateEvidence"
"854","CRYBA1","ModerateEvidence"
"855","NYX","ModerateEvidence"
"856","NEFL","ModerateEvidence"
"857","PNKD","ModerateEvidence"
"858","IRF6","ModerateEvidence"
"859","FZD6","ModerateEvidence"
"860","TGFB2","ModerateEvidence"
"861","BMPER","ModerateEvidence"
"862","FGF12","ModerateEvidence"
"863","PLEC","ModerateEvidence"
"864","BFSP2","ModerateEvidence"
"865","GORAB","ModerateEvidence"
"866","SIN3A","ModerateEvidence"
"867","PROP1","ModerateEvidence"
"868","FHL1","ModerateEvidence"
"869","WNT10B","ModerateEvidence"
"870","SPATA5","ModerateEvidence"
"871","PAX3","ModerateEvidence"
"872","POLR1D","ModerateEvidence"
"873","CRYBA4","ModerateEvidence"
"874","BIN1","ModerateEvidence"
"875","KCND3","ModerateEvidence"
"876","FAM111B","ModerateEvidence"
"877","GABRG2","ModerateEvidence"
"878","HNRNPK","ModerateEvidence"
"879","EVC","ModerateEvidence"
"880","AGXT","ModerateEvidence"
"881","NAGS","ModerateEvidence"
"882","GDAP1","ModerateEvidence"
"883","SGCE","ModerateEvidence"
"884","C19orf12","ModerateEvidence"
"885","PRDM12","ModerateEvidence"
"886","TYR","ModerateEvidence"
"887","HPGD","ModerateEvidence"
"888","BRIP1","ModerateEvidence"
"889","COL11A2","ModerateEvidence"
"890","LMBRD1","ModerateEvidence"
"891","KIF22","ModerateEvidence"
"892","RTN4IP1","ModerateEvidence"
"893","IFT140","ModerateEvidence"
"894","KIF1C","ModerateEvidence"
"895","COL1A1","ModerateEvidence"
"896","CCDC65","ModerateEvidence"
"897","MAP3K1","ModerateEvidence"
"898","DVL1","ModerateEvidence"
"899","UROS","ModerateEvidence"
"900","SCN11A","ModerateEvidence"
"901","TSHR","ModerateEvidence"
"902","OTULIN","ModerateEvidence"
"903","LHX3","ModerateEvidence"
"904","FANCA","ModerateEvidence"
"905","TFAP2B","ModerateEvidence"
"906","POU1F1","ModerateEvidence"
"907","PARK7","ModerateEvidence"
"908","HPS1","ModerateEvidence"
"909","CNOT3","ModerateEvidence"
"910","PGAP1","ModerateEvidence"
"911","CLCN2","ModerateEvidence"
"912","CCDC88C","ModerateEvidence"
"913","SKIV2L","ModerateEvidence"
"914","TBCK","ModerateEvidence"
"915","NONO","ModerateEvidence"
"916","STAT1","ModerateEvidence"
"917","MT-ATP6","ModerateEvidence"
"918","COQ9","ModerateEvidence"
"919","POLR1C","ModerateEvidence"
"920","PAPSS2","ModerateEvidence"
"921","ERF","ModerateEvidence"
"922","SCARB2","ModerateEvidence"
"923","FA2H","ModerateEvidence"
"924","FANCI","ModerateEvidence"
"925","FGF3","ModerateEvidence"
"926","SON","ModerateEvidence"
"927","GJA3","ModerateEvidence"
"928","IGF1R","ModerateEvidence"
"929","GRHL3","ModerateEvidence"
"930","TINF2","ModerateEvidence"
"931","ATP6V1B1","ModerateEvidence"
"932","CTSK","ModerateEvidence"
"933","HOXA13","ModerateEvidence"
"934","GJB3","ModerateEvidence"
"935","FLNB","ModerateEvidence"
"936","TCF20","ModerateEvidence"
"937","REEP2","ModerateEvidence"
"938","COL9A3","ModerateEvidence"
"939","SCN4A","ModerateEvidence"
"940","PITX3","ModerateEvidence"
"941","MC2R","ModerateEvidence"
"942","TGDS","ModerateEvidence"
"943","TBX4","ModerateEvidence"
"944","ALAD","ModerateEvidence"
"945","GNAI1","ModerateEvidence"
"946","SNCA","ModerateEvidence"
"947","PCYT1A","ModerateEvidence"
"948","MTO1","ModerateEvidence"
"949","CHRNG","ModerateEvidence"
"950","GUCY2C","ModerateEvidence"
"951","IL11RA","ModerateEvidence"
"952","KNL1","ModerateEvidence"
"953","HOXC13","ModerateEvidence"
"954","TRPV4","ModerateEvidence"
"955","NEK1","ModerateEvidence"
"956","PRX","ModerateEvidence"
"957","PTHLH","ModerateEvidence"
"958","PIEZO2","ModerateEvidence"
"959","POLD1","ModerateEvidence"
"960","CCDC115","ModerateEvidence"
"961","ELN","ModerateEvidence"
"962","TMEM240","ModerateEvidence"
"963","PSEN1","ModerateEvidence"
"964","TXNL4A","ModerateEvidence"
"965","FANCC","ModerateEvidence"
"966","FREM2","ModerateEvidence"
"967","IMPAD1","ModerateEvidence"
"968","P3H1","ModerateEvidence"
"969","MPV17","ModerateEvidence"
"970","MAPT","ModerateEvidence"
"971","EXT2","ModerateEvidence"
"972","WT1","ModerateEvidence"
"973","STAR","ModerateEvidence"
"974","KLHL40","ModerateEvidence"
"975","EIF4A3","ModerateEvidence"
"976","FBN2","ModerateEvidence"
"977","TMPRSS6","ModerateEvidence"
"978","AIPL1","ModerateEvidence"
"979","PSMB8","ModerateEvidence"
"980","ATXN7","ModerateEvidence"
"981","WNT5A","ModerateEvidence"
"982","PYGL","ModerateEvidence"
"983","HPSE2","ModerateEvidence"
"984","TARDBP","ModerateEvidence"
"985","CP","ModerateEvidence"
"986","USB1","ModerateEvidence"
"987","VAMP1","ModerateEvidence"
"988","CHST14","ModerateEvidence"
"989","EGR2","ModerateEvidence"
"990","TGM6","ModerateEvidence"
"991","FOXE3","ModerateEvidence"
"992","PALB2","ModerateEvidence"
"993","SF3B4","ModerateEvidence"
"994","SLC20A2","ModerateEvidence"
"995","KBTBD13","ModerateEvidence"
"996","RETREG1","ModerateEvidence"
"997","COL10A1","ModerateEvidence"
"998","ECEL1","ModerateEvidence"
"999","PRKAR1A","ModerateEvidence"
"1000","XYLT1","ModerateEvidence"
"1001","TGFB3","ModerateEvidence"
"1002","NMNAT1","ModerateEvidence"
"1003","FOXC1","ModerateEvidence"
"1004","SIX5","ModerateEvidence"
"1005","ZFP57","ModerateEvidence"
"1006","WDR19","ModerateEvidence"
"1007","ACTA2","ModerateEvidence"
"1008","FANCD2","ModerateEvidence"
"1009","CCNO","ModerateEvidence"
"1010","LRP4","ModerateEvidence"
"1011","IFITM5","ModerateEvidence"
"1012","ANTXR1","ModerateEvidence"
"1013","DCC","ModerateEvidence"
"1014","HSF4","ModerateEvidence"
"1015","HACE1","ModerateEvidence"
"1016","PRSS56","ModerateEvidence"
"1017","SCN9A","ModerateEvidence"
"1018","MITF","ModerateEvidence"
"1019","COL9A2","ModerateEvidence"
"1020","RNF135","ModerateEvidence"
"1021","EVC2","ModerateEvidence"
"1022","TBCD","ModerateEvidence"
"1023","ALDOB","ModerateEvidence"
"1024","CRYBB1","ModerateEvidence"
"1025","DCTN1","ModerateEvidence"
"1026","PGM1","ModerateEvidence"
"1027","RPE65","ModerateEvidence"
"1028","TCTN3","ModerateEvidence"
"1029","TRPS1","ModerateEvidence"
"1030","KCTD1","ModerateEvidence"
"1031","LTBP2","ModerateEvidence"
"1032","ADCY5","ModerateEvidence"
"1033","SMCHD1","ModerateEvidence"
"1034","TTBK2","ModerateEvidence"
"1035","WDR34","ModerateEvidence"
"1036","AAAS","ModerateEvidence"
"1037","DNAAF4","ModerateEvidence"
"1038","BGN","ModerateEvidence"
"1039","LTBP3","ModerateEvidence"
"1040","MPZ","ModerateEvidence"
"1041","C8orf37","ModerateEvidence"
"1042","NKX2-5","ModerateEvidence"
"1043","NIPA1","ModerateEvidence"
"1044","MNX1","ModerateEvidence"
"1045","CLDN19","ModerateEvidence"
"1046","ABHD12","ModerateEvidence"
"1047","FLAD1","ModerateEvidence"
"1048","DDB2","ModerateEvidence"
"1049","TWIST2","ModerateEvidence"
"1050","SPG7","ModerateEvidence"
"1051","BEAN1","ModerateEvidence"
"1052","IGF2","ModerateEvidence"
"1053","NPHP4","ModerateEvidence"
"1054","HYAL1","ModerateEvidence"
"1055","GBA","ModerateEvidence"
"1056","COL6A1","ModerateEvidence"
"1057","NHEJ1","ModerateEvidence"
"1058","SPTBN2","ModerateEvidence"
"1059","GHR","ModerateEvidence"
"1060","HNF1B","ModerateEvidence"
"1061","FANCG","ModerateEvidence"
"1062","KLF1","ModerateEvidence"
"1063","ATP7B","ModerateEvidence"
"1064","NKX3-2","ModerateEvidence"
"1065","REEP1","ModerateEvidence"
"1066","HNF4A","ModerateEvidence"
"1067","STS","ModerateEvidence"
"1068","TBX15","ModerateEvidence"
"1069","GLMN","ModerateEvidence"
"1070","RPS23","ModerateEvidence"
"1071","NT5C2","ModerateEvidence"
"1072","GATA2","ModerateEvidence"
"1073","DMXL2","ModerateEvidence"
"1074","FXN","ModerateEvidence"
"1075","ATCAY","ModerateEvidence"
"1076","GPR179","ModerateEvidence"
"1077","MDH2","ModerateEvidence"
"1078","PDYN","ModerateEvidence"
"1079","RSPH3","ModerateEvidence"
"1080","COL4A3","ModerateEvidence"
"1081","ITGA7","ModerateEvidence"
"1082","LMNA","ModerateEvidence"
"1083","DLL3","ModerateEvidence"
"1084","KARS","ModerateEvidence"
"1085","COL4A4","ModerateEvidence"
"1086","ANO5","ModerateEvidence"
"1087","EDNRA","ModerateEvidence"
"1088","KCNQ1","ModerateEvidence"
"1089","FKBP14","ModerateEvidence"
"1090","HMGCS2","ModerateEvidence"
"1091","CYP1B1","ModerateEvidence"
"1092","SLC2A2","ModerateEvidence"
"1093","SPAG1","ModerateEvidence"
"1094","DLAT","ModerateEvidence"
"1095","LEMD3","ModerateEvidence"
"1096","DHODH","ModerateEvidence"
"1097","COL18A1","ModerateEvidence"
"1098","PDE4D","ModerateEvidence"
"1099","FANCF","ModerateEvidence"
"1100","SH3PXD2B","ModerateEvidence"
"1101","NHLRC1","ModerateEvidence"
"1102","ARMC4","ModerateEvidence"
"1103","ZIC3","ModerateEvidence"
"1104","PRICKLE1","ModerateEvidence"
"1105","DRD2","ModerateEvidence"
"1106","ALDOA","ModerateEvidence"
"1107","MYBPC1","ModerateEvidence"
"1108","NBN","ModerateEvidence"
"1109","LRRC6","ModerateEvidence"
"1110","EXT1","ModerateEvidence"
"1111","ATP8B1","ModerateEvidence"
"1112","BRPF1","ModerateEvidence"
"1113","UNC80","ModerateEvidence"
"1114","LDB3","ModerateEvidence"
"1115","HSD3B7","ModerateEvidence"
"1116","ELOVL5","ModerateEvidence"
"1117","ATN1","ModerateEvidence"
"1118","SBF2","ModerateEvidence"
"1119","BRCA2","ModerateEvidence"
"1120","TRIP11","ModerateEvidence"
"1121","SEC23B","ModerateEvidence"
"1122","C2orf71","ModerateEvidence"
"1123","PLOD2","ModerateEvidence"
"1124","AMER1","ModerateEvidence"
"1125","GAS8","ModerateEvidence"
"1126","KCNE1","ModerateEvidence"
"1127","AKT1","ModerateEvidence"
"1128","XPC","ModerateEvidence"
"1129","TRMT10A","ModerateEvidence"
"1130","GNAI3","ModerateEvidence"
"1131","TBX3","ModerateEvidence"
"1132","SPART","ModerateEvidence"
"1133","NODAL","ModerateEvidence"
"1134","VSX2","ModerateEvidence"
"1135","MMP13","ModerateEvidence"
"1136","SALL4","ModerateEvidence"
"1137","LRRK2","ModerateEvidence"
"1138","AP5Z1","ModerateEvidence"
"1139","GJA1","ModerateEvidence"
"1140","BMP4","ModerateEvidence"
"1141","CDH3","ModerateEvidence"
"1142","PDE6G","ModerateEvidence"
"1143","OTOGL","ModerateEvidence"
"1144","SPG21","ModerateEvidence"
"1145","CRB1","ModerateEvidence"
"1146","CLCN7","ModerateEvidence"
"1147","DMP1","ModerateEvidence"
"1148","NT5C3A","ModerateEvidence"
"1149","ZMPSTE24","ModerateEvidence"
"1150","MTMR2","ModerateEvidence"
"1151","CHD4","ModerateEvidence"
"1152","DYNC2H1","ModerateEvidence"
"1153","SLC39A13","ModerateEvidence"
"1154","CSF1R","ModerateEvidence"
"1155","ERCC4","ModerateEvidence"
"1156","PPA2","ModerateEvidence"
"1157","HR","ModerateEvidence"
"1158","TAF13","ModerateEvidence"
"1159","CYP27A1","ModerateEvidence"
"1160","MAPRE2","ModerateEvidence"
"1161","UVSSA","ModerateEvidence"
"1162","SLC25A38","ModerateEvidence"
"1163","ITGA3","ModerateEvidence"
"1164","COX7B","ModerateEvidence"
"1165","PDHX","ModerateEvidence"
"1166","UBA5","ModerateEvidence"
"1167","COL9A1","ModerateEvidence"
"1168","PMS2","ModerateEvidence"
"1169","SCARF2","ModerateEvidence"
"1170","PRKRA","ModerateEvidence"
"1171","MYH8","ModerateEvidence"
"1172","SLC27A4","ModerateEvidence"
"1173","PNPLA6","ModerateEvidence"
"1174","RYR1","ModerateEvidence"
"1175","DLL4","ModerateEvidence"
"1176","TYRP1","ModerateEvidence"
"1177","MYO5B","ModerateEvidence"
"1178","LRP5","ModerateEvidence"
"1179","VIPAS39","ModerateEvidence"
"1180","CTNS","ModerateEvidence"
"1181","PDGFB","ModerateEvidence"
"1182","GNAL","ModerateEvidence"
"1183","TERT","ModerateEvidence"
"1184","FOXE1","ModerateEvidence"
"1185","KIT","ModerateEvidence"
"1186","RSPO4","ModerateEvidence"
"1187","DSTYK","ModerateEvidence"
"1188","WNT1","ModerateEvidence"
"1189","ABCB11","ModerateEvidence"
"1190","SRY","ModerateEvidence"
"1191","TBX5","ModerateEvidence"
"1192","DVL3","ModerateEvidence"
"1193","TBX20","ModerateEvidence"
"1194","PKHD1","ModerateEvidence"
"1195","PPP2R2B","ModerateEvidence"
"1196","RSPH1","ModerateEvidence"
"1197","DNM2","ModerateEvidence"
"1198","RPS19","ModerateEvidence"
"1199","EOGT","ModerateEvidence"
"1200","CPA6","ModerateEvidence"
"1201","HYDIN","ModerateEvidence"
"1202","MESP2","ModerateEvidence"
"1203","WRAP53","ModerateEvidence"
"1204","PLCE1","ModerateEvidence"
"1205","ATXN2","ModerateEvidence"
"1206","GRN","ModerateEvidence"
"1207","TP63","ModerateEvidence"
"1208","GRID2","ModerateEvidence"
"1209","SH3TC2","ModerateEvidence"
"1210","EYA1","ModerateEvidence"
"1211","PTH1R","ModerateEvidence"
"1212","CRYBB3","ModerateEvidence"
"1213","GJB2","ModerateEvidence"
"1214","EPM2A","ModerateEvidence"
"1215","NOG","ModerateEvidence"
"1216","MECR","ModerateEvidence"
"1217","NR2F2","ModerateEvidence"
"1218","MT-ND4","ModerateEvidence"
"1219","BICD2","ModerateEvidence"
"1220","GRM6","ModerateEvidence"
"1221","IFT122","ModerateEvidence"
"1222","BMPR1B","ModerateEvidence"
"1223","TTPA","ModerateEvidence"
"1224","ZNF148","ModerateEvidence"
"1225","TRIP12","ModerateEvidence"
"1226","FAM20A","ModerateEvidence"
"1227","MYH3","ModerateEvidence"
"1228","MEGF10","ModerateEvidence"
"1229","NPHS1","ModerateEvidence"
"1230","ATXN3","ModerateEvidence"
"1231","LHX4","ModerateEvidence"
"1232","ACAT1","ModerateEvidence"
"1233","SMARCAL1","ModerateEvidence"
"1234","ATXN10","ModerateEvidence"
"1235","SLC35D1","ModerateEvidence"
"1236","MYO7A","ModerateEvidence"
"1237","DIS3L2","ModerateEvidence"
"1238","NPR2","ModerateEvidence"
"1239","JAK3","ModerateEvidence"
"1240","MTOR","ModerateEvidence"
"1241","COL2A1","ModerateEvidence"
"1242","ENPP1","ModerateEvidence"
"1243","BSND","ModerateEvidence"
"1244","SLC2A10","ModerateEvidence"
"1245","SOX9","ModerateEvidence"
"1246","NDRG1","ModerateEvidence"
"1247","GLUD1","ModerateEvidence"
"1248","SETX","ModerateEvidence"
"1249","RECQL4","ModerateEvidence"
"1250","MFRP","ModerateEvidence"
"1251","TGFB1","ModerateEvidence"
"1252","PIK3R1","ModerateEvidence"
"1253","IFT80","ModerateEvidence"
"1254","FGF10","ModerateEvidence"
"1255","CDC45","ModerateEvidence"
"1256","TEK","ModerateEvidence"
"1257","TFG","ModerateEvidence"
"1258","ASS1","ModerateEvidence"
"1259","MT-ND1","ModerateEvidence"
"1260","TBX22","ModerateEvidence"
"1261","WDR35","ModerateEvidence"
"1262","GATA6","ModerateEvidence"
"1263","BHLHA9","ModerateEvidence"
"1264","RMRP","ModerateEvidence"
"1265","CDKN1C","ModerateEvidence"
"1266","PGM3","ModerateEvidence"
"1267","GLE1","ModerateEvidence"
"1268","SLC26A2","ModerateEvidence"
"1269","AIRE","ModerateEvidence"
"1270","TRPM1","ModerateEvidence"
"1271","NUP107","ModerateEvidence"
"1272","EIF4G1","ModerateEvidence"
"1273","STUB1","ModerateEvidence"
"1274","KCNA1","ModerateEvidence"
"1275","TTC7A","ModerateEvidence"
"1276","SMAD3","ModerateEvidence"
"1277","C4orf26","ModerateEvidence"
"1278","RHEB","ModerateEvidence"
"1279","ALPL","ModerateEvidence"
"1280","CEP104","ModerateEvidence"
"1281","CHRDL1","ModerateEvidence"
"1282","ALX3","ModerateEvidence"
"1283","IHH","ModerateEvidence"
"1284","MATN3","ModerateEvidence"
"1285","PRKCG","ModerateEvidence"
"1286","DSPP","ModerateEvidence"
"1287","HK1","ModerateEvidence"
"1288","PMP22","ModerateEvidence"
"1289","ATXN1","ModerateEvidence"
"1290","CTSF","ModerateEvidence"
"1291","GALK1","ModerateEvidence"
"1292","ABCC6","ModerateEvidence"
"1293","WNT3","ModerateEvidence"
"1294","FGD4","ModerateEvidence"
"1295","TCF12","ModerateEvidence"
"1296","RFX6","ModerateEvidence"
"1297","NBAS","ModerateEvidence"
"1298","TMEM126B","ModerateEvidence"
"1299","CRYGC","ModerateEvidence"
"1300","RNF216","ModerateEvidence"
"1301","TOR1A","ModerateEvidence"
"1302","FANCE","ModerateEvidence"
"1303","TCOF1","ModerateEvidence"
"1304","RBM8A","ModerateEvidence"
"1305","CHM","ModerateEvidence"
"1306","JAGN1","ModerateEvidence"
"1307","CHUK","ModerateEvidence"
"1308","RERE","ModerateEvidence"
"1309","GOSR2","ModerateEvidence"
"1310","TTC37","ModerateEvidence"
"1311","SNORD118","ModerateEvidence"
"1312","VDR","ModerateEvidence"
"1313","EFHC1","ModerateEvidence"
"1314","CCDC40","ModerateEvidence"
"1315","OPA3","ModerateEvidence"
"1316","HINT1","ModerateEvidence"
"1317","FOXC2","ModerateEvidence"
"1318","ADGRG6","ModerateEvidence"
"1319","PLOD1","ModerateEvidence"
"1320","ATL1","ModerateEvidence"
"1321","DNAAF3","ModerateEvidence"
"1322","GRIN1","ModerateEvidence"
"1323","VPS33B","ModerateEvidence"
"1324","TAB2","ModerateEvidence"
"1325","FOXF1","ModerateEvidence"
"1326","AKR1D1","ModerateEvidence"
"1327","RTN2","ModerateEvidence"
"1328","RUNX2","ModerateEvidence"
"1329","HOXD13","ModerateEvidence"
"1330","LITAF","ModerateEvidence"
"1331","ACAN","ModerateEvidence"
"1332","GDF6","ModerateEvidence"
"1333","CRYAA","ModerateEvidence"
"1334","CHSY1","ModerateEvidence"
"1335","CCDC114","ModerateEvidence"
"1336","PINK1","ModerateEvidence"
"1337","MSX2","ModerateEvidence"
"1338","MMP21","ModerateEvidence"
"1339","ABAT","ModerateEvidence"
"1340","SIX1","ModerateEvidence"
"1341","ADA","ModerateEvidence"
"1342","PARN","ModerateEvidence"
"1343","CRX","ModerateEvidence"
"1344","SBDS","ModerateEvidence"
"1345","MYH9","ModerateEvidence"
"1346","MFSD2A","ModerateEvidence"
"1347","VPS35","ModerateEvidence"
"1348","FLT4","ModerateEvidence"
"1349","IGHMBP2","ModerateEvidence"
"1350","PIK3CA","ModerateEvidence"
"1351","FBP1","ModerateEvidence"
"1352","RNU4ATAC","ModerateEvidence"
"1353","RIPK4","ModerateEvidence"
"1354","SLC26A9","LowEvidence"
"1355","WDR81","LowEvidence"
"1356","AKAP17A","LowEvidence"
"1357","PLXNB3","LowEvidence"
"1358","MAGEA11","LowEvidence"
"1359","PTPN21","LowEvidence"
"1360","ZMYM3","LowEvidence"
"1361","PYCR2","LowEvidence"
"1362","XKRX","LowEvidence"
"1363","FBN1","LowEvidence"
"1364","ARIH1","LowEvidence"
"1365","ACE2","LowEvidence"
"1366","MAGI2","LowEvidence"
"1367","TENM1","LowEvidence"
"1368","RENBP","LowEvidence"
"1369","ELK1","LowEvidence"
"1370","WWC3","LowEvidence"
"1371","RAPGEF1","LowEvidence"
"1372","CACNA1D","LowEvidence"
"1373","TRIP13","LowEvidence"
"1374","LAS1L","LowEvidence"
"1375","ZBTB18","LowEvidence"
"1376","OBSL1","LowEvidence"
"1377","PSMD10","LowEvidence"
"1378","DMPK","LowEvidence"
"1379","RTTN","LowEvidence"
"1380","ADK","LowEvidence"
"1381","SPTLC2","LowEvidence"
"1382","FRAS1","LowEvidence"
"1383","RGN","LowEvidence"
"1384","ATXN3L","LowEvidence"
"1385","ACSF3","LowEvidence"
"1386","TSC22D3","LowEvidence"
"1387","CPXCR1","LowEvidence"
"1388","ST3GAL5","LowEvidence"
"1389","TCP10L2","LowEvidence"
"1390","CEP63","LowEvidence"
"1391","GBA2","LowEvidence"
"1392","EPPK1","LowEvidence"
"1393","ZNF599","LowEvidence"
"1394","SYT1","LowEvidence"
"1395","GON4L","LowEvidence"
"1396","PEX11B","LowEvidence"
"1397","CFAP47","LowEvidence"
"1398","RNF168","LowEvidence"
"1399","GRB14","LowEvidence"
"1400","BDP1","LowEvidence"
"1401","DOCK11","LowEvidence"
"1402","STAB2","LowEvidence"
"1403","DDX53","LowEvidence"
"1404","TK2","LowEvidence"
"1405","RGS7","LowEvidence"
"1406","KIRREL3","LowEvidence"
"1407","ASMTL","LowEvidence"
"1408","HS6ST2","LowEvidence"
"1409","DECR1","LowEvidence"
"1410","NFIA","LowEvidence"
"1411","NXF4","LowEvidence"
"1412","ASMT","LowEvidence"
"1413","CD96","LowEvidence"
"1414","RAPSN","LowEvidence"
"1415","FGFR3","LowEvidence"
"1416","RAB27A","LowEvidence"
"1417","ADGRG4","LowEvidence"
"1418","AP3B1","LowEvidence"
"1419","COQ2","LowEvidence"
"1420","RAX","LowEvidence"
"1421","MCEE","LowEvidence"
"1422","ASH1L","LowEvidence"
"1423","UQCRB","LowEvidence"
"1424","RAD51C","LowEvidence"
"1425","MTMR1","LowEvidence"
"1426","NDUFS3","LowEvidence"
"1427","MAP7D3","LowEvidence"
"1428","KLHL34","LowEvidence"
"1429","NDUFA11","LowEvidence"
"1430","ZFHX4","LowEvidence"
"1431","TUBGCP4","LowEvidence"
"1432","POC1A","LowEvidence"
"1433","NR1I3","LowEvidence"
"1434","CHRNA4","LowEvidence"
"1435","KLHL4","LowEvidence"
"1436","DPM3","LowEvidence"
"1437","CHRNA2","LowEvidence"
"1438","GTPBP8","LowEvidence"
"1439","YAP1","LowEvidence"
"1440","MAGIX","LowEvidence"
"1441","ACTL6B","LowEvidence"
"1442","KANK1","LowEvidence"
"1443","EEF1B2","LowEvidence"
"1444","KCNMA1","LowEvidence"
"1445","DHX30","LowEvidence"
"1446","ENTPD1","LowEvidence"
"1447","CACNA1C","LowEvidence"
"1448","CDK8","LowEvidence"
"1449","PIGQ","LowEvidence"
"1450","NDUFAF2","LowEvidence"
"1451","SMARCC2","LowEvidence"
"1452","BCS1L","LowEvidence"
"1453","PECR","LowEvidence"
"1454","LHFPL3","LowEvidence"
"1455","HDAC6","LowEvidence"
"1456","SMARCD2","LowEvidence"
"1457","ACVR1","LowEvidence"
"1458","CTTNBP2","LowEvidence"
"1459","AK1","LowEvidence"
"1460","C2CD3","LowEvidence"
"1461","SHOX","LowEvidence"
"1462","CLCN5","LowEvidence"
"1463","CFP","LowEvidence"
"1464","NDUFA12","LowEvidence"
"1465","KIF4A","LowEvidence"
"1466","PUDP","LowEvidence"
"1467","TMLHE","LowEvidence"
"1468","ZBTB16","LowEvidence"
"1469","SACS","LowEvidence"
"1470","WDR13","LowEvidence"
"1471","CIC","LowEvidence"
"1472","SVBP","LowEvidence"
"1473","ZNF41","LowEvidence"
"1474","PLCXD1","LowEvidence"
"1475","ZNF335","LowEvidence"
"1476","COQ5","LowEvidence"
"1477","PHACTR1","LowEvidence"
"1478","PYCR1","LowEvidence"
"1479","SLC30A9","LowEvidence"
"1480","USP27X","LowEvidence"
"1481","AKAP4","LowEvidence"
"1482","LRRK1","LowEvidence"
"1483","KLHL21","LowEvidence"
"1484","AGTR2","LowEvidence"
"1485","PJA1","LowEvidence"
"1486","IRAK1","LowEvidence"
"1487","SLC25A19","LowEvidence"
"1488","TBC1D8B","LowEvidence"
"1489","SNTG1","LowEvidence"
"1490","CRLF2","LowEvidence"
"1491","IFNAR2","LowEvidence"
"1492","ITGA4","LowEvidence"
"1493","EOMES","LowEvidence"
"1494","CXorf58","LowEvidence"
"1495","ELP2","LowEvidence"
"1496","COL4A6","LowEvidence"
"1497","NDST1","LowEvidence"
"1498","PET100","LowEvidence"
"1499","MXRA5","LowEvidence"
"1500","SLC25A53","LowEvidence"
"1501","RPGR","LowEvidence"
"1502","ZBTB40","LowEvidence"
"1503","CCNA2","LowEvidence"
"1504","HIVEP2","LowEvidence"
"1505","MAGED1","LowEvidence"
"1506","P4HB","LowEvidence"
"1507","PHF10","LowEvidence"
"1508","RYR3","LowEvidence"
"1509","XIAP","LowEvidence"
"1510","CLCN4","LowEvidence"
"1511","CHRNB2","LowEvidence"
"1512","ZDHHC15","LowEvidence"
"1513","ESX1","LowEvidence"
"1514","TAF1","LowEvidence"
"1515","SETDB2","LowEvidence"
"1516","DDHD1","LowEvidence"
"1517","MYO1D","LowEvidence"
"1518","WNT4","LowEvidence"
"1519","GLRA2","LowEvidence"
"1520","MAGEB2","LowEvidence"
"1521","SALL1","LowEvidence"
"1522","IARS2","LowEvidence"
"1523","SLC35A1","LowEvidence"
"1524","ARHGEF4","LowEvidence"
"1525","MSL3","LowEvidence"
"1526","TECR","LowEvidence"
"1527","EMX2","LowEvidence"
"1528","PUS1","LowEvidence"
"1529","DLG4","LowEvidence"
"1530","PHIP","LowEvidence"
"1531","CYP7B1","LowEvidence"
"1532","PPOX","LowEvidence"
"1533","DST","LowEvidence"
"1534","FTO","LowEvidence"
"1535","NLRP3","LowEvidence"
"1536","TKTL1","LowEvidence"
"1537","ARID2","LowEvidence"
"1538","FOXP3","LowEvidence"
"1539","MAP3K15","LowEvidence"
"1540","KCNQ3","LowEvidence"
"1541","KCNK9","LowEvidence"
"1542","B4GALT1","LowEvidence"
"1543","STARD8","LowEvidence"
"1544","PSAT1","LowEvidence"
"1545","CRBN","LowEvidence"
"1546","ZNF526","LowEvidence"
"1547","BSCL2","LowEvidence"
"1548","ZSWIM6","LowEvidence"
"1549","TNPO2","LowEvidence"
"1550","KCNQ5","LowEvidence"
"1551","ALDH1A3","LowEvidence"
"1552","ASL","LowEvidence"
"1553","RNF113A","LowEvidence"
"1554","TANC2","LowEvidence"
"1555","CAMK2A","LowEvidence"
"1556","TBX1","LowEvidence"
"1557","SCRIB","LowEvidence"
"1558","SMAD4","LowEvidence"
"1559","MTM1","LowEvidence"
"1560","DIP2B","LowEvidence"
"1561","IGBP1","LowEvidence"
"1562","KCND1","LowEvidence"
"1563","GRIA2","LowEvidence"
"1564","BPIFB6","LowEvidence"
"1565","SLC9A9","LowEvidence"
"1566","ATP6AP2","LowEvidence"
"1567","SERAC1","LowEvidence"
