"","GeneSymbol","LevelOfConfidence"
"347","SAMHD1","HighEvidence"
"348","TMEM216","HighEvidence"
"349","MASP1","HighEvidence"
"350","MYO5A","HighEvidence"
"351","GCH1","HighEvidence"
"352","CLP1","HighEvidence"
"353","C12orf65","HighEvidence"
"354","UBE3A","HighEvidence"
"355","CASK","HighEvidence"
"356","ARID1B","HighEvidence"
"357","PEX26","HighEvidence"
"358","SLC13A5","HighEvidence"
"359","IDH2","HighEvidence"
"360","MICU1","HighEvidence"
"361","HSD17B10","HighEvidence"
"362","LGI4","HighEvidence"
"363","MLC1","HighEvidence"
"364","NFIX","HighEvidence"
"365","KDM5C","HighEvidence"
"366","EEF1A2","HighEvidence"
"367","NAGLU","HighEvidence"
"368","MKKS","HighEvidence"
"369","DYRK1A","HighEvidence"
"370","PSAP","HighEvidence"
"371","PEX14","HighEvidence"
"372","KDM6A","HighEvidence"
"373","PEX3","HighEvidence"
"374","PTF1A","HighEvidence"
"375","IFT172","HighEvidence"
"376","SMPD1","HighEvidence"
"377","RPL10","HighEvidence"
"378","CHAMP1","HighEvidence"
"379","RAB18","HighEvidence"
"380","TSEN2","HighEvidence"
"381","SNX14","HighEvidence"
"382","FLVCR2","HighEvidence"
"383","PEX12","HighEvidence"
"384","COX6B1","HighEvidence"
"385","RAB23","HighEvidence"
"386","RAB3GAP2","HighEvidence"
"387","ALS2","HighEvidence"
"388","ALG3","HighEvidence"
"389","TSEN54","HighEvidence"
"390","FH","HighEvidence"
"391","LIG4","HighEvidence"
"392","ATR","HighEvidence"
"393","KCNH1","HighEvidence"
"394","SIK1","HighEvidence"
"395","ISPD","HighEvidence"
"396","PPT1","HighEvidence"
"397","BTD","HighEvidence"
"398","EIF2AK3","HighEvidence"
"399","PDHA1","HighEvidence"
"400","RARS2","HighEvidence"
"401","RAB3GAP1","HighEvidence"
"402","ACTB","HighEvidence"
"403","RPGRIP1L","HighEvidence"
"404","TOE1","HighEvidence"
"405","NDUFS1","HighEvidence"
"406","THRA","HighEvidence"
"407","PAH","HighEvidence"
"408","HPD","HighEvidence"
"409","AGPS","HighEvidence"
"410","CSPP1","HighEvidence"
"411","SLC19A3","HighEvidence"
"412","KCNJ11","HighEvidence"
"413","OTUD6B","HighEvidence"
"414","APTX","HighEvidence"
"415","PTCHD1","HighEvidence"
"416","WDR45","HighEvidence"
"417","SGSH","HighEvidence"
"418","MPDU1","HighEvidence"
"419","SLC35C1","HighEvidence"
"420","ERCC1","HighEvidence"
"421","EIF2S3","HighEvidence"
"422","WAC","HighEvidence"
"423","AASS","HighEvidence"
"424","ADSL","HighEvidence"
"425","POGZ","HighEvidence"
"426","PRPS1","HighEvidence"
"427","TSC1","HighEvidence"
"428","BLM","HighEvidence"
"429","SMARCA4","HighEvidence"
"430","ALDH4A1","HighEvidence"
"431","PTCH1","HighEvidence"
"432","SLC17A5","HighEvidence"
"433","PEX5","HighEvidence"
"434","PSMD12","HighEvidence"
"435","PIGN","HighEvidence"
"436","ALG12","HighEvidence"
"437","WDR62","HighEvidence"
"438","FKTN","HighEvidence"
"439","MLYCD","HighEvidence"
"440","DCX","HighEvidence"
"441","DNM1","HighEvidence"
"442","PPM1D","HighEvidence"
"443","CTCF","HighEvidence"
"444","AP4M1","HighEvidence"
"445","PEX13","HighEvidence"
"446","NACC1","HighEvidence"
"447","SKI","HighEvidence"
"448","HADHA","HighEvidence"
"449","COX15","HighEvidence"
"450","PCCA","HighEvidence"
"451","DCAF17","HighEvidence"
"452","ARMC9","HighEvidence"
"453","TIMM8A","HighEvidence"
"454","PIK3R2","HighEvidence"
"455","PEX6","HighEvidence"
"456","ARG1","HighEvidence"
"457","COASY","HighEvidence"
"458","PRSS12","HighEvidence"
"459","AARS","HighEvidence"
"460","MECP2","HighEvidence"
"461","GLB1","HighEvidence"
"462","APOPT1","HighEvidence"
"463","ETFB","HighEvidence"
"464","TUSC3","HighEvidence"
"465","MGP","HighEvidence"
"466","TBC1D24","HighEvidence"
"467","SCN2A","HighEvidence"
"468","C12orf57","HighEvidence"
"469","RFT1","HighEvidence"
"470","IFIH1","HighEvidence"
"471","GLYCTK","HighEvidence"
"472","SUOX","HighEvidence"
"473","MMACHC","HighEvidence"
"474","RBM10","HighEvidence"
"475","CNNM2","HighEvidence"
"476","KDM5B","HighEvidence"
"477","TCF4","HighEvidence"
"478","GJC2","HighEvidence"
"479","AP4S1","HighEvidence"
"480","SLC25A15","HighEvidence"
"481","QDPR","HighEvidence"
"482","HSPD1","HighEvidence"
"483","CBS","HighEvidence"
"484","C5orf42","HighEvidence"
"485","MCOLN1","HighEvidence"
"486","MCCC1","HighEvidence"
"487","SMARCB1","HighEvidence"
"488","PAFAH1B1","HighEvidence"
"489","SRCAP","HighEvidence"
"490","PIGL","HighEvidence"
"491","KIF5C","HighEvidence"
"492","MAOA","HighEvidence"
"493","SDHA","HighEvidence"
"494","HGSNAT","HighEvidence"
"495","GNPTG","HighEvidence"
"496","MSMO1","HighEvidence"
"497","LAMB1","HighEvidence"
"498","ACOX1","HighEvidence"
"499","POLG","HighEvidence"
"500","CEP83","HighEvidence"
"501","BBS2","HighEvidence"
"502","TH","HighEvidence"
"503","GTPBP3","HighEvidence"
"504","LAMA2","HighEvidence"
"505","ORC4","HighEvidence"
"506","TPP1","HighEvidence"
"507","TUBB4A","HighEvidence"
"508","GLI3","HighEvidence"
"509","NDP","HighEvidence"
"510","TBR1","HighEvidence"
"511","TRIM37","HighEvidence"
"512","TRAPPC9","HighEvidence"
"513","DARS","HighEvidence"
"514","NGLY1","HighEvidence"
"515","GDI1","HighEvidence"
"516","GUSB","HighEvidence"
"517","TSEN34","HighEvidence"
"518","ACADM","HighEvidence"
"519","ANKRD11","HighEvidence"
"520","BBS9","HighEvidence"
"521","CLN3","HighEvidence"
"522","KCNC1","HighEvidence"
"523","GABRA1","HighEvidence"
"524","MID1","HighEvidence"
"525","PAX6","HighEvidence"
"526","CCND2","HighEvidence"
"527","PDSS1","HighEvidence"
"528","DDX3X","HighEvidence"
"529","MFF","HighEvidence"
"530","RAI1","HighEvidence"
"531","ARHGEF6","HighEvidence"
"532","KCNA2","HighEvidence"
"533","IGF1","HighEvidence"
"534","BBS10","HighEvidence"
"535","ACO2","HighEvidence"
"536","OPHN1","HighEvidence"
"537","PEX2","HighEvidence"
"538","BBS1","HighEvidence"
"539","HRAS","HighEvidence"
"540","UROC1","HighEvidence"
"541","AMPD2","HighEvidence"
"542","ACTG1","HighEvidence"
"543","ARSB","HighEvidence"
"544","BCAP31","HighEvidence"
"545","GPC3","HighEvidence"
"546","SLC6A17","HighEvidence"
"547","RIT1","HighEvidence"
"548","TMEM165","HighEvidence"
"549","TMEM5","HighEvidence"
"550","DKC1","HighEvidence"
"551","POMGNT1","HighEvidence"
"552","TREX1","HighEvidence"
"553","PGK1","HighEvidence"
"554","NRXN1","HighEvidence"
"555","ETFA","HighEvidence"
"556","SLC6A8","HighEvidence"
"557","PHF8","HighEvidence"
"558","MOGS","HighEvidence"
"559","ZEB2","HighEvidence"
"560","AUH","HighEvidence"
"561","FAM20C","HighEvidence"
"562","FLVCR1","HighEvidence"
"563","TBL1XR1","HighEvidence"
"564","GLDC","HighEvidence"
"565","GPSM2","HighEvidence"
"566","ROR2","HighEvidence"
"567","SYNJ1","HighEvidence"
"568","PHGDH","HighEvidence"
"569","MMAA","HighEvidence"
"570","TMEM67","HighEvidence"
"571","TBCE","HighEvidence"
"572","GAMT","HighEvidence"
"573","UBE2A","HighEvidence"
"574","CA8","HighEvidence"
"575","ARFGEF2","HighEvidence"
"576","SLC25A1","HighEvidence"
"577","TUBB","HighEvidence"
"578","FLNA","HighEvidence"
"579","SURF1","HighEvidence"
"580","POLR3A","HighEvidence"
"581","MKS1","HighEvidence"
"582","ALMS1","HighEvidence"
"583","NEU1","HighEvidence"
"584","DLD","HighEvidence"
"585","NKX2-1","HighEvidence"
"586","ALDH3A2","HighEvidence"
"587","CISD2","HighEvidence"
"588","GK","HighEvidence"
"589","CKAP2L","HighEvidence"
"590","NRAS","HighEvidence"
"591","WDR73","HighEvidence"
"592","CIT","HighEvidence"
"593","FAM111A","HighEvidence"
"594","HTRA2","HighEvidence"
"595","JAM3","HighEvidence"
"596","EDNRB","HighEvidence"
"597","KMT2A","HighEvidence"
"598","COG8","HighEvidence"
"599","PPP1CB","HighEvidence"
"600","WWOX","HighEvidence"
"601","AP4B1","HighEvidence"
"602","POLR3B","HighEvidence"
"603","IQSEC2","HighEvidence"
"604","DNMT3B","HighEvidence"
"605","CLN6","HighEvidence"
"606","AGA","HighEvidence"
"607","ASPM","HighEvidence"
"608","SHANK2","HighEvidence"
"609","FTSJ1","HighEvidence"
"610","STX1B","HighEvidence"
"611","PURA","HighEvidence"
"612","SCN8A","HighEvidence"
"613","FOXG1","HighEvidence"
"614","RPS6KA3","HighEvidence"
"615","CTC1","HighEvidence"
"616","GLUL","HighEvidence"
"617","SMARCA2","HighEvidence"
"618","ETHE1","HighEvidence"
"619","PLAA","HighEvidence"
"620","SLC6A3","HighEvidence"
"621","WDPCP","HighEvidence"
"622","HADH","HighEvidence"
"623","HERC1","HighEvidence"
"624","MUT","HighEvidence"
"625","CDK5RAP2","HighEvidence"
"626","ERCC3","HighEvidence"
"627","SPTAN1","HighEvidence"
"628","MED13L","HighEvidence"
"629","CLPB","HighEvidence"
"630","DOCK8","HighEvidence"
"631","PGAP3","HighEvidence"
"632","PLA2G6","HighEvidence"
"633","TSHB","HighEvidence"
"634","BRAT1","HighEvidence"
"635","SOX2","HighEvidence"
"636","CHD7","HighEvidence"
"637","PIGT","HighEvidence"
"638","ALG8","HighEvidence"
"639","DPYD","HighEvidence"
"640","IRX5","HighEvidence"
"641","PEX1","HighEvidence"
"642","MAP2K2","HighEvidence"
"643","MPLKIP","HighEvidence"
"644","MAN2B1","HighEvidence"
"645","VLDLR","HighEvidence"
"646","AFF4","HighEvidence"
"647","UMPS","HighEvidence"
"648","CC2D1A","HighEvidence"
"649","PDSS2","HighEvidence"
"650","COG4","HighEvidence"
"651","SNAP29","HighEvidence"
"652","AFF2","HighEvidence"
"653","KCTD7","HighEvidence"
"654","STRA6","HighEvidence"
"655","OGT","HighEvidence"
"656","DDX11","HighEvidence"
"657","NIPBL","HighEvidence"
"658","TRIO","HighEvidence"
"659","UBR1","HighEvidence"
"660","HYLS1","HighEvidence"
"661","SLC22A5","HighEvidence"
"662","AKT3","HighEvidence"
"663","HPRT1","HighEvidence"
"664","ADGRG1","HighEvidence"
"665","CUL4B","HighEvidence"
"666","COG7","HighEvidence"
"667","SMC1A","HighEvidence"
"668","POMT1","HighEvidence"
"669","MYCN","HighEvidence"
"670","ACAD9","HighEvidence"
"671","EXOSC3","HighEvidence"
"672","VPS13B","HighEvidence"
"673","SLC25A20","HighEvidence"
"674","PAX8","HighEvidence"
"675","B3GALNT2","HighEvidence"
"676","CNTNAP2","HighEvidence"
"677","NPHP1","HighEvidence"
"678","MTR","HighEvidence"
"679","AFG3L2","HighEvidence"
"680","FMN2","HighEvidence"
"681","GCDH","HighEvidence"
"682","NDUFS8","HighEvidence"
"683","SHANK1","HighEvidence"
"684","GM2A","HighEvidence"
"685","BCKDHA","HighEvidence"
"686","CAMTA1","HighEvidence"
"687","RNASET2","HighEvidence"
"688","CLN8","HighEvidence"
"689","PLP1","HighEvidence"
"690","GNPAT","HighEvidence"
"691","MAGEL2","HighEvidence"
"692","HCN1","HighEvidence"
"693","NR2F1","HighEvidence"
"694","RMND1","HighEvidence"
"695","DBT","HighEvidence"
"696","KCNQ2","HighEvidence"
"697","DPM1","HighEvidence"
"698","DLG3","HighEvidence"
"699","EFTUD2","HighEvidence"
"700","RNASEH2C","HighEvidence"
"701","ACSL4","HighEvidence"
"702","TGIF1","HighEvidence"
"703","KAT6A","HighEvidence"
"704","DHCR7","HighEvidence"
"705","HIST1H1E","HighEvidence"
"706","PLK4","HighEvidence"
"707","HEXB","HighEvidence"
"708","AIFM1","HighEvidence"
"709","ZBTB20","HighEvidence"
"710","HDAC4","HighEvidence"
"711","ALG13","HighEvidence"
"712","GTF2H5","HighEvidence"
"713","ZC4H2","HighEvidence"
"714","FIG4","HighEvidence"
"715","TMEM237","HighEvidence"
"716","ABHD5","HighEvidence"
"717","MTHFR","HighEvidence"
"718","TWIST1","HighEvidence"
"719","BCL11A","HighEvidence"
"720","SC5D","HighEvidence"
"721","SETBP1","HighEvidence"
"722","MEF2C","HighEvidence"
"723","GRIN2B","HighEvidence"
"724","ABCD4","HighEvidence"
"725","SHH","HighEvidence"
"726","GATAD2B","HighEvidence"
"727","SLC4A4","HighEvidence"
"728","AP4E1","HighEvidence"
"729","FTCD","HighEvidence"
"730","ETFDH","HighEvidence"
"731","ELOVL4","HighEvidence"
"732","COLEC11","HighEvidence"
"733","IVD","HighEvidence"
"734","TMEM70","HighEvidence"
"735","CDKL5","HighEvidence"
"736","PIGO","HighEvidence"
"737","SLC9A6","HighEvidence"
"738","L2HGDH","HighEvidence"
"739","ATM","HighEvidence"
"740","FUCA1","HighEvidence"
"741","PIGA","HighEvidence"
"742","PC","HighEvidence"
"743","SATB2","HighEvidence"
"744","BCOR","HighEvidence"
"745","SLC25A22","HighEvidence"
"746","ZDHHC9","HighEvidence"
"747","TTC19","HighEvidence"
"748","CYB5R3","HighEvidence"
"749","SCO1","HighEvidence"
"750","PCDH19","HighEvidence"
"751","BBS5","HighEvidence"
"752","COX10","HighEvidence"
"753","TAZ","HighEvidence"
"754","BRWD3","HighEvidence"
"755","HTT","ModerateEvidence"
"756","CHST3","ModerateEvidence"
"757","CRYGD","ModerateEvidence"
"758","B3GALT6","ModerateEvidence"
"759","PRMT7","ModerateEvidence"
"760","INPPL1","ModerateEvidence"
"761","AGL","ModerateEvidence"
"762","KIF5A","ModerateEvidence"
"763","DNMT1","ModerateEvidence"
"764","CCT5","ModerateEvidence"
"765","EBF3","ModerateEvidence"
"766","ACADVL","ModerateEvidence"
"767","CACNA1S","ModerateEvidence"
"768","RPGRIP1","ModerateEvidence"
"769","MSX1","ModerateEvidence"
"770","RASA1","ModerateEvidence"
"771","ROBO3","ModerateEvidence"
"772","ADGRV1","ModerateEvidence"
"773","TRAPPC2","ModerateEvidence"
"774","MARS2","ModerateEvidence"
"775","CIB2","ModerateEvidence"
"776","PNPO","ModerateEvidence"
"777","QRICH1","ModerateEvidence"
"778","COL11A1","ModerateEvidence"
"779","AGK","ModerateEvidence"
"780","MT-TK","ModerateEvidence"
"781","JAG1","ModerateEvidence"
"782","SLC5A5","ModerateEvidence"
"783","GJA8","ModerateEvidence"
"784","FBXO7","ModerateEvidence"
"785","COL6A3","ModerateEvidence"
"786","TFAP2A","ModerateEvidence"
"787","CDH23","ModerateEvidence"
"788","CASR","ModerateEvidence"
"789","C9orf72","ModerateEvidence"
"790","NPHS2","ModerateEvidence"
"791","CRYBB2","ModerateEvidence"
"792","PRKD1","ModerateEvidence"
"793","PRKN","ModerateEvidence"
"794","SPAST","ModerateEvidence"
"795","PNPT1","ModerateEvidence"
"796","MAFB","ModerateEvidence"
"797","NPHP3","ModerateEvidence"
"798","SET","ModerateEvidence"
"799","LOXHD1","ModerateEvidence"
"800","SLC4A1","ModerateEvidence"
"801","EFNB1","ModerateEvidence"
"802","SPEG","ModerateEvidence"
"803","FOXN1","ModerateEvidence"
"804","NOP56","ModerateEvidence"
"805","WNT7A","ModerateEvidence"
"806","NOTCH2","ModerateEvidence"
"807","COMP","ModerateEvidence"
"808","LYST","ModerateEvidence"
"809","SIGMAR1","ModerateEvidence"
"810","ACADS","ModerateEvidence"
"811","PAX9","ModerateEvidence"
"812","PRICKLE2","ModerateEvidence"
"813","SLC25A26","ModerateEvidence"
"814","MYH6","ModerateEvidence"
"815","FYCO1","ModerateEvidence"
"816","PRUNE1","ModerateEvidence"
"817","ACP5","ModerateEvidence"
"818","STRADA","ModerateEvidence"
"819","MEGF8","ModerateEvidence"
"820","TBXAS1","ModerateEvidence"
"821","NR5A1","ModerateEvidence"
"822","KMT2B","ModerateEvidence"
"823","PKD1L1","ModerateEvidence"
"824","IFT43","ModerateEvidence"
"825","PITX2","ModerateEvidence"
"826","CCDC103","ModerateEvidence"
"827","ANO3","ModerateEvidence"
