"","GeneSymbol","LevelOfConfidence"
"1","SCN1A","HighEvidence"
"2","GABRG2","HighEvidence"
"3","SCN1B","HighEvidence"
"4","CPA6","LowEvidence"
"5","SCN9A","LowEvidence"
"6","ADGRV1","LowEvidence"
